QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year
Premier Clinician Performance Registry,AQI48,Patient-Reported Experience with Anesthesia,"Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care and who reported a positive experience.

This measure will consist of two performance rates:

AQI48a: Percentage of patients, aged 18 and older, who were surveyed on their patient experience and satisfaction with anesthesia care
AQI48b: Percentage of patients, aged 18 and older, who completed a survey on their patient experience and satisfaction with anesthesia care who report a positive experience with anesthesia care

NOTE: The measure requires that a valid survey, as defined in the numerator of AQI48a, be sent to patients between discharge from the facility and within 30 days of facility discharge. To report AQI48b, a minimum number of 20 surveys with the mandatory question completed must be reported. ** In order to be scored on this measure, clinicians must report BOTH AQI48a AND AQI48b.

Performance Rate Descriptions:

This measure has two performance rates. The first performance rate, AQI48a, describes the percentage of surgical patients who receive a survey of their experience with anesthesia care. The second performance rate, AQI48b, describes the percentage of surgical patients who report a positive experience with anesthesia care.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
Premier Clinician Performance Registry,AQI49,Adherence to Blood Conservation Guidelines for Cardiac Operations using Cardiopulmonary Bypass (CPB) – Composite,"Percentage of patients, aged 18 years and older, who undergo a cardiac operation using cardiopulmonary bypass for whom selected blood conservation strategies were used.

Performance Rate Descriptions:

This measure has a single performance rate that describes the percentage of patients for whom blood conservation strategies are used.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2017
Premier Clinician Performance Registry,AQI55,Team-Based Implementation of a Care-and-Communication Bundle for ICU Patients,"Percentage of patients, regardless of age, who are admitted to an intensive care unit (ICU) for ≥48 hours and who received critical care services who have documentation by managing physician of 1) attempted or actual identification of a surrogate decision maker, 2) an advance directive, and 3) the patient’s preference for cardiopulmonary resuscitation, within 48 hours of ICU admission

Performance Rate Descriptions:

This measure has a single performance rate which describes the percentage of ICU patients whose end-of-life preferences are addressed",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Premier Clinician Performance Registry,AQI56,Use of Neuraxial Techniques and/or Peripheral Nerve Blocks for Total Knee Arthroplasty (TKA),"Percentage of patients, regardless of age, that undergo primary total knee arthroplasty for whom neuraxial anesthesia and/or a peripheral nerve block is performed

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of total knee arthroplasty patients for whom neuraxial techniques are used.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Premier Clinician Performance Registry,AQI57,Safe Opioid Prescribing Practices,"Percentage of patients, aged 18 years and older, prescribed opioid medications for longer than six weeks’ duration for whom ALL of the following opioid prescribing best practices are followed:

1. Chemical dependency screening (includes laboratory testing and/or questionnaire) within the immediate 6 months prior to the encounter
2. Co-prescription of naloxone or documented discussion regarding offer of Naloxone co-prescription, if prescription is ≥50 MME/day
3. Non co-prescription of benzodiazepine medications by prescribing pain physician and documentation of a discussion with patient regarding risks of concomitant use of benzodiazepine and opioid medications.

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of patients prescribed long-term opioids with recommended safe opioid prescribing practices.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Premier Clinician Performance Registry,AQI58,Infection Control Practices for Open Interventional Pain Procedures,"Percentage of patients, regardless of age, that undergo an open interventional pain procedure for whom ALL of the following infection control best practices are followed by anesthesiologist(s) and scrub technologist(s), in addition to standard sterile technique:
1. Double gloving (two pairs of sterile gloves are worn)
2. Chlorhexidine with alcohol used for surgical site preparation
3. Weight-based preoperative antibiotic dosing and, if indicated by procedure duration, weight-based re-dosing
4. Administration of pre-operative antibiotics within 1 hour, or 2 hours for vancomycin, prior to surgical incision

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of open pain procedure patients for whom appropriate infection prevention protocols are used.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
Premier Clinician Performance Registry,AQI61,Ambulatory Post-Discharge Patient Follow-Up,"Percentage of patients, regardless of age, who received anesthesia services in an ambulatory setting whose post-discharge status was assessed within 72 hours of discharge

Performance Rate Descriptions:

This measure has a single performance rate that describes the percentage of ambulatory surgical patients who receive post-discharge follow-up.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Premier Clinician Performance Registry,AQI62,Obstructive Sleep Apnea: Patient Education,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, have documentation that they received education regarding their risk for OSA prior to PACU discharge

Performance Rate Descriptions:

This measure has a single performance rate that describes the percentage of surgical patients who are screened for OSA and educated on their condition.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Premier Clinician Performance Registry,AQI65,Avoidance of Cerebral Hyperthermia for Procedures Involving Cardiopulmonary Bypass,"Percentage of patients, aged 18 years and older, undergoing a procedure using cardiopulmonary bypass who did not have a documented intraoperative pulmonary artery, oropharyngeal, or nasopharyngeal temperature ≥37.0 degrees Celsius during the period of cardiopulmonary bypass

Performance Rate Descriptions:

This measure consists of a single performance rate that describe the percentage of patients who avoid cerebral hyperthermia during cardiopulmonary bypass.",N/A,Patient Safety,Yes,Outcome,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Premier Clinician Performance Registry,AQI67,Consultation for Frail Patients,"Percentage of patients aged 70 years or older, who undergo an inpatient procedure requiring anesthesia services and have a positive frailty screening result who receive a multidisciplinary consult or care during the hospital encounter

Performance Rate Descriptions:

This measure has a single performance rate that describes the percentage of frail surgical patients who receive a multidisciplinary consult.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
Premier Clinician Performance Registry,AQI68,Obstructive Sleep Apnea: Mitigation Strategies,"Percentage of patients aged 18 years or older, who undergo an elective procedure requiring anesthesia services who are screened for obstructive sleep apnea (OSA) AND, if positive, for whom two or more selected mitigation strategies was used prior to PACU discharge

Performance Rate Descriptions:

This measure consists of a single performance rate that describes the percentage of surgical patients who are screened for obstructive sleep apnea and for whom their anesthesia care is modified based on the results.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2020
Premier Clinician Performance Registry,ONSQIR21,Patient Reported Health-Related Quality of Life (HRQoL) during Treatment for Advanced Cancer,"Percentage of patients aged 18 and older with an active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart, where the most recent total score indicates the same or better quality of life. Two rates are reported: 1. Percentage of patients aged 18 and older with an active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart. 2. Percentage of patients aged 18 and older with an active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart, where the most recent total score indicates the same or better quality of life.

Performance Rate Descriptions:

This  measure reports 2 performance rates, the first is patients with active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart; and the second measure is the performance measure of the recent score indicates the same or better quality of life.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Premier Clinician Performance Registry,2019
Premier Clinician Performance Registry,ONSQIR22,PCR Test with MR2 or greater result (BCR-ABL1 transcript level <= 1% [IS]) for patients receiving TKI for at least 6 months for Chronic Myelogenous Leukemia,"Percentage of patients aged 18 and older with chronic myelogenous leukemia who are receiving TKI therapy for at least 6 months, who have at least 1 PCR test performed with the most recent result equal to or greater than MR2 (BCR-ABL1 transcript level <= 1% [IS]) during the measurement period.

Performance Rate Descriptions:

This measure reports a single performance rate  for CML patients receiving TKI therapy for at least 6 months with at least 1 PCR test performed with the most recent result equal to or greater than MR2 (BCR-ABL1 transcript level <= 1% [IS]).",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,N/A,No,Premier Clinician Performance Registry,2019
Premier Clinician Performance Registry,ONSQIR23,Assessment for and management of immune-related adverse events during cancer treatment with checkpoint inhibitors (ICPi),"Percentage of patients aged 18 and older receiving a checkpoint inhibitor (ICPi) for cancer experiencing immune-related adverse events of documented grade 3+ diarrhea OR documented grade 3+ hypothyroidism OR documented grade 3+ dermatitis OR documented grade 3+ pneumonitis AND for each adverse event, there is guideline concordant intervention (per ASCO/NCCN guideline) during the measurement period.

Performance Rate Descriptions:

This measure reports a single perfromance rate for ICPi patients experiencing immune-related adverse events receiving  the appropriate intervention per ASCO/NCCN guideline.",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,N/A,No,Premier Clinician Performance Registry,2019
Premier Clinician Performance Registry,PINC55,Appropriate Documentation of a Malnutrition Diagnosis,"Percentage of patients age 18 years and older who are found to be severely or moderately malnourished based on a nutrition assessment that have appropriate documentation in the medical record of a malnutrition diagnosis

Performance Rate Descriptions:

This measure reports a single performance rate for appropriate documentation in the medical record of a malnutrition diagnosis for patients with moderate or severe malnutrition based on nutritional assessment.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Premier Clinician Performance Registry,2020
Premier Clinician Performance Registry,PINC56,Assessment of Nutritionally At-Risk Patients for Malnutrition and Development of Nutrition Recommendations/Interventions by a Registered Dietitian Nutritionist ,"Percentage of patients age 18 years and older who are nutritionally at-risk that have documented nutrition intervention recommendations by a registered dietitian nutritionist or clinical qualified nutrition professional if identified with moderate or severe malnutrition as part of a nutrition assessment

Performance Rate Descriptions:

This measure reports a single performance rate for patients identified after assessment with moderate or severe malnutrition and receive  nutrition intervention recommendations by a registered dietitian nutritionist or clinical qualified nutrition professional.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,Premier Clinician Performance Registry,2020
QI FORCE,CCOME1,Patient-Reported Pain and/or Function Improvement after Total Knee Arthroplasty,"Percentage of patients 18 years of age and older who obtained at least a 10% improvement in knee pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary total knee arthroplasty (TKA) surgery. PROMs include any validated measures of knee-related measures of pain and/or function, such as KOOS-Pain, KOOS-ADL, KOOS-PS, and KOOS-JR.

",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,"OME, QI FORCE",2017
QI FORCE,CCOME2,Patient-Reported Pain and/or Function Improvement after Total Hip Arthroplasty,"Percentage of patients 18 years of age and older who obtained at least a 10% improvement in hip pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary total hip arthroplasty (THA) surgery. PROMs include any validated measures of hip-related pain and/or function, such as HOOS-Pain, HOOS-ADL, HOOS-PS, and HOOS-JR.

",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,"OME, QI FORCE",2017
QI FORCE,FORCE21,Review of Pain Status Assessment for Patients with Osteoarthritis,"Percentage of patients 18 years of age and older with osteoarthritis who completed baseline and follow-up patient-reported pain status assessment and reviewed the results of this assessment with their care provider.

",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,QI FORCE,2018
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI11,Combination chemotherapy received within 4 months of diagnosis by women under 70 with AJCC stage IA (T1c) to III ER/PR negative breast cancer,"Percentage of adult women under 70 with a diagnosis of AJCC stage IA (T1c) to III ER/PR negative breast cancer, who receive combination chemotherapy within 4 months of diagnosis

",559,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2014
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI15,GCSF administered to patients who received chemotherapy for metastatic cancer (Lower Score -Better),"Percentage of patients 18 or older with metastatic cancer who were administered chemotherapy and received a granulocyte-colony stimulating factor (GCSF) (Lower score - Better)

",N/A,Efficiency and Cost Reduction,Yes,Process,Yes,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2014
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI21,Oncology: Treatment Summary Communication – Radiation Oncology,"Percentage of patients, regardless of age, with a diagnosis of cancer who have undergone brachytherapy or external beam radiation therapy who have a treatment summary report in the chart that was communicated to the physician(s) providing continuing care and to the patient within one month of completing treatment

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2018
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI22,External Beam Radiotherapy for Bone Metastases,"Percentage of patients, regardless of age, with a diagnosis of painful bone metastases and no history of previous radiation who receive external beam radiation therapy (EBRT) with an acceptable fractionation scheme as defined by the guideline.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2018
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI23,Concurrent Chemoradiation for Patients with a Diagnosis of Stage IIIB NSCLC,"Percentage of patients, regardless of age, with a diagnosis of Stage IIIB non-small cell lung cancer (NSCLC) receiving concurrent chemoradiation.

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2019
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI24,Hypofractionization Whole Breast Irradiation,"Percentage of female patients, regardless of age, with a diagnosis of invasive breast cancer receiving hypofractionated whole breast irradiation (HF-WBI)

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2020
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI25,Moderate Hypofractionization for Prostate Cancer,"Percentage of low- and intermediate-risk prostate cancer patients, regardless of age, receiving moderately hypofractionated external beam radiation therapy (EBRT)

",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2020
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI26,Sentinel Lymph Node (SLN) Biopsies for Patients with AJCC T1b-T4 Melanoma,"Percentage of patients with AJCC T1b-T4 cutaneous melanoma who received a SLN biopsy.

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2020
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI27,Appropriate Antiemetic Therapy for High- and Moderate-Emetic Risk Antineoplastic Agents,"Percentage of cancer patients aged ≥18 years treated with high- or moderate-emetic risk antineoplastic agents who are administered appropriate pre-treatment antiemetic therapy

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2020
QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,QOPI5,Chemotherapy administered to patients with metastatic solid tumor with performance status of ECOG 3 or 4; KPS 10 – 40; or undocumented (Lower Score - Better),"Percentage of patients with metastatic solid tumors and a performance status of ECOG 3 or 4; KPS 10-40; or undocumented, who receive chemotherapy (Lower score - Better)

",N/A,Efficiency and Cost Reduction,Yes,Process,Yes,Yes,No,No,1,N/A,No,QOPI® Reporting Registry (QCDR) Brought to you by ASCO and ASTRO,2014
Registry Clearinghouse LLC,MEX2,Heel Pain Treatment Outcomes for Pediatric Patients,"Percentage of patients aged 6 to 18 years with a diagnosis of heel pain who experience a decrease in heel pain.
Patients who have had at least two visits during the reporting period

Performance Rate Descriptions:

Percentage of patients aged 6 to 18 years with a diagnosis of heel pain who experience a decrease in heel pain.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,Registry Clearinghouse LLC,2017
Registry Clearinghouse LLC,MEX4,Bunion Outcome - Adult and Adolescent,"Percentage of patients with a who have a hallux valgus (bunion) deformity causing pain

Performance Rate Descriptions:

Patient who have a complete evaluation for treatment of Hallux Valgus and experience a decrease in Hallux Valgus Pain",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,Registry Clearinghouse LLC,2018
Registry Clearinghouse LLC,MEX5,Hammer Toe Outcome,"Percentage of patients who have a painful hammer toe, claw toe, mallet toe or other lesser toe deformity causing disability

Performance Rate Descriptions:

Proper Evaluation of a Hammer Toe is critical to proper treatment. Percentage of patients who are evaluated for a hammer toe and experience a decrease in pain",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,Registry Clearinghouse LLC,2018
Registry Clearinghouse LLC,REGCLR1,Heel Pain Treatment Outcomes for Adults,"DESCRIPTION:
Percentage of patients aged 18 years and older with a diagnosis of heel pain who had two or more encounters in the past year.

Performance Rate Descriptions:

Patients with heel pain that demonstrate improvement in pain level",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,Yes,Registry Clearinghouse LLC,2020
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR1,CKD 3-5 Patients Seen at the Recommended Frequency Levels,"CKD 3-5 Patients Seen at Recommended Frequency Levels is the percentage of patients aged 18
years and older with a diagnosis for CKD 3-5 that have been seen by the nephrologist or
nephrologist’s team member in the office setting within the lowest value of the suggested frequency
range per the Kidney Disease: Improving Global Outcomes (KDIGO).

Performance Rate Descriptions:

This measure will be calculated with 3 performance rates:
1) Patients 18 years and older with a diagnosis of CKD stage 3, not receiving renal replacement therapy, and had 2 or more office-based encounters in the past 12 months.
2) Patients 18 years and older with a diagnosis of CKD stage 4, not receiving renal replacement therapy, and had 3 or more office-based encounters in the past 12 months.
3) Patients 18 years and older with a diagnosis of CKD stage 5, not receiving renal replacement therapy, and had 8 or more office-based encounters in the past 12 months.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,3,Weighted Average,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR10,Upper Extremity Edema Improvement,"Upper Extremity Edema Improvement is the percentage of procedures for patients with ESRD that present with upper
extremity edema and report an improvement within 48 hours after an intervention has been performed.

",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,N/A,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR12,Tunneled Hemodialysis Catheter Success,"Tunneled Hemodialysis Catheter Success is the percentage of patients with ESRD that had insertion or replacement of a central venous access device during the past 12 months who received a full dialysis treatment within 72 hours of catheter insertion or replacement.

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2019
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR3,CKD 3-5 Patients with a Urine ACR or Urine PCR Lab Test,"CKD 3-5 Patients with a Urine ACR or Urine PCR Lab Test is the percentage of patients aged 18
years and older with a diagnosis for CKD 3-5 and not receiving Renal Replacement Treatment that
have had a urine albumin to creatinine ratio lab test (ACR) or urine protein to creatinine ratio lab test
(PCR) performed within the measurement period.

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR5,End Stage Renal Disease (ESRD) Initiation of Home Dialysis or Self-Care,"End Stage Renal Disease (ESRD) Initiation of Home Dialysis or Self-Care is the percentage of all adult ESRD patients on peritoneal dialysis (PD) or home hemodialysis.

",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,N/A,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR7,Improved Access Site Bleeding,"Improved Access Site Bleeding is the percentage of interventions for patients with ESRD and a vascular access site that presented for prolonged bleeding, and who post-intervention reported a reduction in bleeding

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR13,Rate of Timely Documentation Transmission to Dialysis Unit/Referring Physician,"Percentage of patients aged 18 years and older with a diagnosis of end-stage renal disease (ESRD) and who are undergoing maintenance hemodialysis or peritoneal dialysis in an outpatient dialysis facility and for whom documentation is sent to the dialysis unit or referring physician within two business days of the procedure completion or consultation by an interventional nephrologist, radiologist, or vascular surgeon.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR14,Arteriovenous Graft Thrombectomy Success Rate,"Percentage of clinically successful arteriovenous graft (AVG) thrombectomies for patients aged 18 years and older.

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR15,Arteriovenous Fistulae Thrombectomy Success Rate,"Percentage of clinically successful arteriovenous fistulae (AVF) thrombectomies for patients aged 18 years and older on maintenance hemodialysis dialysis

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR1,Angiotensin Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy,"Percentage of patients aged 18 years and older with a diagnosis of CKD (Stages 1-5, not receiving RRT) and proteinuria who were prescribed ACE inhibitor or ARB therapy within a 12-month period.

",1662,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2014
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR13,Rate of Timely Documentation Transmission to Dialysis Unit/Referring Physician,"Percentage of patients aged 18 years and older with a diagnosis of end-stage renal disease (ESRD) and who are undergoing maintenance hemodialysis or peritoneal dialysis in an outpatient dialysis facility and for whom documentation is sent to the dialysis unit or referring physician within two business days of the procedure completion or consultation by an interventional nephrologist, radiologist, or vascular surgeon.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR14,Arteriovenous Graft Thrombectomy Success Rate,"Percentage of clinically successful arteriovenous graft (AVG) thrombectomies for patients aged 18 years and older.

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR15,Arteriovenous Fistulae Thrombectomy Success Rate,"Percentage of clinically successful arteriovenous fistulae (AVF) thrombectomies for patients aged 18 years and older on maintenance hemodialysis dialysis

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR16,Peritoneal Dialysis Catheter Success Rate,"Percentage of clinically successful peritoneal dialysis (PD) catheter placements in patients aged 18 and older.

",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR17,Peritoneal Dialysis Catheter Exit Site Infection Rate,"Percentage of patients aged 18 years and older with an exit site infection within 2 weeks of a peritoneal dialysis (PD) catheter invasive intervention.

",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR18,Advance Directives Completed,"Percentage of patients aged 18 years and older with a diagnosis of Stage 3, 4 & 5 chronic kidney disease (CKD) or end stage renal disease (ESRD) who have advance directives and/or end of life medical orders (e.g., POLST, MOLST, MOST, POST, etc.) completed based on their preferences.

",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2016
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR4,Arteriovenous Fistula Rate,"Percentage of calendar months within a 12-month period during which patients aged 18 years and older with a diagnosis of end-stage renal disease (ESRD) and receiving maintenance hemodialysis are using an autogenous arteriovenous (AV) fistula with two needles in an outpatient dialysis facility.

",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2014
"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",RPAQIR5,Transplant Referral,"Percentage of patients aged 18 -75 years old with a diagnosis of end-stage renal disease (ESRD) on hemodialysis or peritoneal dialysis for 90 days or longer who are referred to a transplant center for kidney transplant evaluation within a 12-month period.

",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,N/A,No,"Renal Physicians Association Kidney Quality Improvement Program - Powered by Premier, Inc",2014
