title,eMeasureId,nqfEMeasureId,nqfId,measureId,description,nationalQualityStrategyDomain,measureType,primarySteward,methodsClaims,methodsCertifiedSurveyVendor,methodsElectronicHealthRecord,methodsCmsWebInterface,methodsAdministrativeClaims,methodsRegistry,allergyImmunology,anesthesiology,cardiology,electrophysiologyCardiacSpecialist,gastroenterology,dermatology,emergencyMedicine,generalPracticeFamilyMedicine,internalMedicine,obstetricsGynecology,ophthalmology,orthopedicSurgery,otolaryngology,pathology,pediatrics,physicalMedicine,plasticSurgery,preventiveMedicine,neurology,mentalBehavioralHealth,diagnosticRadiology,interventionalRadiology,vascularSurgery,generalSurgery,thoracicSurgery,urology,generalOncology,radiationOncology,hospitalists,rheumatology,nephrology,infectiousDisease,neurosurgical,podiatry,dentistry,metricType,firstPerformanceYear,lastPerformanceYear,eMeasureUuid,isHighPriority,isInverse,numStrataClaims,numStrataRegistry,numStrataEcqm,overallAlgorithm,default,registry,claims,cmsWebInterface,electronicHealthRecord,isIcdImpacted,isToppedOutByProgram
One-Time Screening for Hepatitis C Virus (HCV) for Patients at Risk ,N/A,N/A,3059,400,"Percentage of patients aged 18 years and older with one or more of the following: a history of injection drug use, receipt of a blood transfusion prior to 1992, receiving maintenance hemodialysis, OR birthdate in the years 1945-1965 who received one-time screening for hepatitis C virus (HCV) infection",Effective Clinical Care,Process,Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_400_Registry.pdf,,,,FALSE,FALSE
Hepatitis C: Screening for Hepatocellular Carcinoma (HCC) in Patients with Cirrhosis ,N/A,N/A,N/A,401,"Percentage of patients aged 18 years and older with a diagnosis of chronic hepatitis C cirrhosis who underwent imaging with either ultrasound, contrast enhanced CT or MRI for hepatocellular carcinoma (HCC) at least once within the 12 month reporting period",Effective Clinical Care,Process,American Gastroenterological Association,-,-,-,-,-,X,-,-,-,-,X,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_401_Registry.pdf,,,,FALSE,FALSE
Tobacco Use and Help with Quitting Among Adolescents ,N/A,N/A,N/A,402,The percentage of adolescents 12 to 20 years of age with a primary care visit during the measurement year for whom tobacco use status was documented and received help with quitting if identified as a tobacco user,Community/Population Health,Process,National Committee for Quality Assurance,-,-,-,-,-,X,X,-,X,-,X,X,-,X,X,X,-,X,X,-,X,X,-,X,X,X,-,-,X,X,X,-,X,-,-,X,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_402_Registry.pdf,,,,FALSE,FALSE
Adult Kidney Disease: Referral to Hospice,N/A,N/A,N/A,403,Percentage of patients aged 18 years and older with a diagnosis of ESRD who withdraw from hemodialysis or peritoneal dialysis who are referred to hospice care,Person and Caregiver-Centered Experience and Outcomes,Process,Renal Physicians Association,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_403_Registry.pdf,,,,FALSE,FALSE
Anesthesiology Smoking Abstinence,N/A,N/A,N/A,404,The percentage of current smokers who abstain from cigarettes prior to anesthesia on the day of elective surgery or procedure,Effective Clinical Care,Intermediate Outcome,American Society of Anesthesiologists,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_404_Registry.pdf,,,,FALSE,FALSE
Appropriate Follow-up Imaging for Incidental Abdominal Lesions,N/A,N/A,N/A,405,"Percentage of final reports for abdominal imaging studies for asymptomatic patients aged 18 years and older with one or more of the following noted incidentally with follow_up imaging recommended:
- Liver lesion =< 0.5 cm
- Cystic kidney lesion < 1.0 cm
- Adrenal lesion =< 1.0 cm


",Effective Clinical Care,Process,American College of Radiology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_405_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_405_Claims.pdf,,,FALSE,FALSE
Appropriate Follow-up Imaging for Incidental Thyroid Nodules in Patients,N/A,N/A,N/A,406,"Percentage of final reports for computed tomography (CT), CT angiography (CTA) or magnetic resonance imaging (MRI) or magnetic resonance angiogram (MRA) studies of the chest or neck for patients aged 18 years and older with no known thyroid disease with a thyroid nodule < 1.0 cm noted incidentally with follow-up imaging recommended",Effective Clinical Care,Process,American College of Radiology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_406_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_406_Claims.pdf,,,FALSE,FALSE
Appropriate Treatment of Methicillin-Sensitive Staphylococcus Aureus (MSSA) Bacteremia,N/A,N/A,N/A,407,"Percentage of patients with sepsis due to MSSA bacteremia who received beta-lactam antibiotic (e.g. nafcillin, oxacillin or cefazolin) as definitive therapy",Effective Clinical Care,Process,Infectious Diseases Society of America,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,X,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_407_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_407_Claims.pdf,,,FALSE,FALSE
Opioid Therapy Follow-up Evaluation,N/A,N/A,N/A,408,All patients 18 and older prescribed opiates for longer than six weeks duration who had a follow-up evaluation conducted at least every three months during Opioid Therapy documented in the medical record,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,X,-,-,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_408_Registry.pdf,,,,FALSE,FALSE
Clinical Outcome Post Endovascular Stroke Treatment,N/A,N/A,N/A,409,Percentage of patients with a mRs score of 0 to 2 at 90 days following endovascular stroke intervention,Effective Clinical Care,Outcome,Society of Interventional Radiology ,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,X,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_409_Registry.pdf,,,,FALSE,FALSE
Psoriasis: Clinical Response to Oral Systemic or Biologic Medications,N/A,N/A,N/A,410,Percentage of psoriasis vulgaris patients receiving oral systemic or biologic therapy who meet minimal physician-or patient- reported disease activity levels. It is implied that establishment and maintenance of an established minimum level of disease control as measured by physician-and/or patient-reported outcomes will increase patient satisfaction with and adherence to treatment,Person and Caregiver-Centered Experience and Outcomes,Outcome,American Academy of Dermatology,-,-,-,-,-,X,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_410_Registry.pdf,,,,FALSE,FALSE
Depression Remission at Six Months,N/A,N/A,711,411,"The percentage of patients 18 years of age or older with major depression or dysthymia who reached remission six months (+/- 30 days) after an index visit
",Effective Clinical Care,Outcome,Minnesota Community Measurement,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_411_Registry.pdf,,,,FALSE,FALSE
Documentation of Signed Opioid Treatment Agreement,N/A,N/A,N/A,412,All patients 18 and older prescribed opiates for longer than six weeks duration who signed an opioid treatment agreement at least once during Opioid Therapy documented in the medical record,Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,X,-,-,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_412_Registry.pdf,,,,FALSE,FALSE
Door to Puncture Time for Endovascular Stroke Treatment ,N/A,N/A,N/A,413,Percentage of patients undergoing endovascular stroke treatment who have a door to puncture time of less than two hours,Effective Clinical Care,Intermediate Outcome,Society of Interventional Radiology ,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,X,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_413_Registry.pdf,,,,FALSE,FALSE
Evaluation or Interview for Risk of Opioid Misuse,N/A,N/A,N/A,414,"All patients 18 and older prescribed opiates for longer than six weeks duration evaluated for risk of opioid misuse using a brief validated instrument (e.g. Opioid Risk Tool, SOAPP-R) or patient interview documented at least once during Opioid Therapy in the medical record",Effective Clinical Care,Process,American Academy of Neurology,-,-,-,-,-,X,-,-,-,-,-,-,-,X,X,-,-,X,-,-,-,X,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_414_Registry.pdf,,,,FALSE,FALSE
Emergency Medicine: Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 18 Years and Older ,N/A,N/A,N/A,415,Percentage of emergency department visits for patients aged 18 years and older who presented within 24 hours of a minor blunt head trauma with a Glasgow Coma Scale (GCS) score of 15 and who had a head CT for trauma ordered by an emergency care provider who have an indication for a head CT,Efficiency and Cost Reduction,Efficiency,American College of Emergency Physicians,X,-,-,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_415_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_415_Claims.pdf,,,FALSE,FALSE
Emergency Medicine: Emergency Department Utilization of CT for Minor Blunt Head Trauma for Patients Aged 2 Through 17 Years ,N/A,N/A,N/A,416,Percentage of emergency department visits for patients aged 2 through 17 years who presented within 24 hours of a minor blunt head trauma with a Glasgow Coma Scale (GCS) score of 15 and who had a head CT for trauma ordered by an emergency care provider who are classified as low risk according to the Pediatric Emergency Care Applied Research Network (PECARN) prediction rules for traumatic brain injury,Efficiency and Cost Reduction,Efficiency,American College of Emergency Physicians,X,-,-,-,-,X,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_416_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_416_Claims.pdf,,,FALSE,FALSE
Rate of Open Repair of Small or Moderate Abdominal Aortic Aneurysms (AAA) Where Patients Are Discharged Alive ,N/A,N/A,1523,417,Percentage of patients undergoing open repair of small or moderate non-ruptured infrarenal abdominal aortic aneurysms (AAA) who are discharged alive,Patient Safety,Outcome,Society for Vascular Surgeons,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_417_Registry.pdf,,,,FALSE,FALSE
Osteoporosis Management in Women Who Had a Fracture ,N/A,N/A,53,418,"The percentage of women age 50-85 who suffered a fracture and who either had a bone mineral density test or received a prescription for a drug to treat osteoporosis in the six months after the fracture
",Effective Clinical Care,Process,National Committee for Quality Assurance,X,-,-,-,-,X,-,-,-,-,-,-,-,X,X,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_418_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_418_Claims.pdf,,,FALSE,FALSE
Overuse Of Neuroimaging For Patients With Primary Headache And A Normal Neurological Examination,N/A,N/A,N/A,419,Percentage of patients with a diagnosis of primary headache disorder whom advanced brain imaging was not ordered,Efficiency and Cost Reduction,Efficiency,American Academy of Neurology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_419_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_419_Claims.pdf,,,FALSE,FALSE
Varicose Vein Treatment with Saphenous Ablation: Outcome Survey ,N/A,N/A,N/A,420,Percentage of patients treated for varicose veins (CEAP C2-S) who are treated with saphenous ablation (with or without adjunctive tributary treatment) that report an improvement on a disease specific patient reported outcome survey instrument after treatment,Effective Clinical Care,Outcome,Society of Interventional Radiology ,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_420_Registry.pdf,,,,FALSE,FALSE
Appropriate Assessment of Retrievable Inferior Vena Cava (IVC) Filters for Removal,N/A,N/A,N/A,421,"Percentage of patients in whom a retrievable IVC filter is placed who, within 3 months post-placement, have a documented assessment for the appropriateness of continued filtration, device removal or the inability to contact the patient with at least two attempts",Effective Clinical Care,Process,Society of Interventional Radiology ,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_421_Registry.pdf,,,,FALSE,FALSE
Performing Cystoscopy at the Time of Hysterectomy for Pelvic Organ Prolapse to Detect Lower Urinary Tract Injury ,N/A,N/A,2063,422,Percentage of patients who undergo cystoscopy to evaluate for lower urinary tract injury at the time of hysterectomy for pelvic organ prolapse,Patient Safety,Process,American Urogynecologic Society,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_422_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_422_Claims.pdf,,,FALSE,FALSE
Perioperative Anti-platelet Therapy for Patients Undergoing Carotid Endarterectomy,N/A,N/A,465,423,Percentage of patients undergoing carotid endarterectomy (CEA) who are taking an anti-platelet agent within 48 hours prior to surgery and are prescribed this medication at hospital discharge following surgery,Effective Clinical Care,Process,Society for Vascular Surgeons,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_423_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_423_Claims.pdf,,,FALSE,FALSE
Perioperative Temperature Management,N/A,N/A,2681,424,"Percentage of patients, regardless of age, who undergo surgical or therapeutic procedures under general or neuraxial anesthesia of 60 minutes duration or longer for whom at least one body temperature greater than or equal to 35.5 degrees Celsius (or 95.9 degrees Fahrenheit) was achieved within the 30 minutes immediately before or the 15 minutes immediately after anesthesia end time",Patient Safety,Outcome,American Society of Anesthesiologists,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_424_Registry.pdf,,,,FALSE,FALSE
Photodocumentation of Cecal Intubation,N/A,N/A,N/A,425,The rate of screening and surveillance colonoscopies for which photodocumentation of landmarks of cecal intubation is performed to establish a complete examination,Effective Clinical Care,Process,American Society for Gastrointestinal Endoscopy,X,-,-,-,-,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_425_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_425_Claims.pdf,,,FALSE,FALSE
Post-Anesthetic Transfer of Care Measure: Procedure Room to a Post Anesthesia Care Unit (PACU) ,N/A,N/A,N/A,426,"Percentage of patients, regardless of age, who are under the care of an anesthesia practitioner and are admitted to a PACU or other non-ICU location in which a post-anesthetic formal transfer of care protocol or checklist which includes the key transfer of care elements is utilized
",Communication and Care Coordination,Process,American Society of Anesthesiologists,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_426_Registry.pdf,,,,FALSE,FALSE
Post-Anesthetic Transfer of Care: Use of Checklist or Protocol for Direct Transfer of Care from Procedure Room to Intensive Care Unit (ICU) ,N/A,N/A,N/A,427,"Percentage of patients, regardless of age, who undergo a procedure under anesthesia and are admitted to an Intensive Care Unit (ICU) directly from the anesthetizing location, who have a documented use of a checklist or protocol for the transfer of care from the responsible anesthesia practitioner to the responsible ICU team or team member",Communication and Care Coordination,Process,American Society of Anesthesiologists,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_427_Registry.pdf,,,,FALSE,FALSE
Pelvic Organ Prolapse: Preoperative Assessment of Occult Stress Urinary Incontinence,N/A,N/A,N/A,428,Percentage of patients undergoing appropriate preoperative evaluation of stress urinary incontinence prior to pelvic organ prolapse surgery per ACOG/AUGS/AUA guidelines,Effective Clinical Care,Process,American Urogynecologic Society,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_428_Registry.pdf,,,,FALSE,FALSE
Pelvic Organ Prolapse: Preoperative Screening for Uterine Malignancy ,N/A,N/A,N/A,429,Percentage of patients who are screened for uterine malignancy prior to vaginal closure or obliterative surgery for pelvic organ prolapse,Patient Safety,Process,American Urogynecologic Society,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_429_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_429_Claims.pdf,,,FALSE,FALSE
Prevention of Post-Operative Nausea and Vomiting (PONV) - Combination Therapy ,N/A,N/A,N/A,430,"Percentage of patients, aged 18 years and older, who undergo a procedure under an inhalational general anesthetic, AND who have three or more risk factors for post-operative nausea and vomiting (PONV), who receive combination therapy consisting of at least two prophylactic pharmacologic antiemetic agents of different classes preoperatively or intraoperatively",Patient Safety,Process,American Society of Anesthesiologists,-,-,-,-,-,X,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_430_Registry.pdf,,,,FALSE,FALSE
Preventive Care and Screening: Unhealthy Alcohol Use: Screening & Brief Counseling,N/A,N/A,2152,431,Percentage of patients aged 18 years and older who were screened for unhealthy alcohol use using a systematic screening method at least once within the last 24 months AND who received brief counseling if identified as an unhealthy alcohol user,Community/Population Health,Process,Physician Consortium for Performance Improvement,-,-,-,-,-,X,-,-,X,-,X,-,-,X,X,X,-,-,X,-,-,X,-,X,X,X,-,-,-,-,-,X,X,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_431_Registry.pdf,,,,FALSE,FALSE
Proportion of Patients Sustaining a Bladder Injury at the Time of any Pelvic Organ Prolapse Repair ,N/A,N/A,N/A,432,Percentage of patients undergoing any surgery to repair pelvic organ prolapse who sustains an injury to the bladder recognized either during or within 1 month after surgery,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_432_Registry.pdf,,,,FALSE,FALSE
Proportion of Patients Sustaining a Bowel Injury at the time of any Pelvic Organ Prolapse Repair,N/A,N/A,N/A,433,Percentage of patients undergoing surgical repair of pelvic organ prolapse that is complicated by a bowel injury at the time of index surgery that is recognized intraoperatively or within 1 month after surgery,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_433_Registry.pdf,,,,FALSE,FALSE
Proportion of Patients Sustaining a Ureter Injury at the Time of any Pelvic Organ Prolapse Repair,N/A,N/A,N/A,434,Percentage of patients undergoing pelvic organ prolapse repairs who sustain an injury to the ureter recognized either during or within 1 month after surgery,Patient Safety,Outcome,American Urogynecologic Society,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,TRUE,NULL,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_434_Registry.pdf,,,,FALSE,FALSE
Quality of Life Assessment For Patients With Primary Headache Disorders,N/A,N/A,N/A,435,Percentage of patients with a diagnosis of primary headache disorder whose health related quality of life (HRQoL) was assessed with a tool(s) during at least two visits during the 12 month measurement period AND whose health related quality of life score stayed the same or improved,Effective Clinical Care,Outcome,American Academy of Neurology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,TRUE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_435_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_435_Claims.pdf,,,FALSE,FALSE
Radiation Consideration for Adult CT: Utilization of Dose Lowering Techniques ,N/A,N/A,N/A,436,"Percentage of final reports for patients aged 18 years and older undergoing CT with documentation that one or more of the following dose reduction techniques were used:
- Automated exposure control
- Adjustment of the mA and/or kV according to patient size
- Use of iterative reconstruction technique

",Effective Clinical Care,Process,American College of Radiology,X,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,X,-,-,-,-,-,-,-,-,-,-,-,-,-,-,singlePerformanceRate,2017,NULL,,FALSE,FALSE,1,1,NULL,,,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_436_Registry.pdf,https://qpp.cms.gov/docs/QPP_quality_measure_specifications/Claims-Registry-Measures/2018_Measure_436_Claims.pdf,,,FALSE,FALSE
