Vendor ID,measureId,title,description,NQS Domain ,Numerator,Denominator,Denominator Exclusions ,Denominator Exceptions ,Numerator Exclusions ,Number of performance rates to be  submitted                                                  ,"Indicate an Overall Performance Rate if more than 1 performance rate is to be submitted.                                        Specify which of the submitted rates will represent an overall performance rate for the measure or how an overall performance rate could be calculated based on the data submitted [for example, simple average of the performance rates submitted or weighted average (sum of the numerators divided by the sum of the denominators), etc.]                                                           (REQUIRED)",measureType,High Priority,Outcome,Inverse Measure,"Proportional Measure
",Continuous Variable Measure  ,Ratio Measure  ,Is the Measure Risk-Adjusted   ,Primary Steward,nqfId,firstPerformanceYear
1718371,ACEP29,Sepsis Management: Septic Shock: Repeat Lactate Level Measurement,Percentage of emergency department visits for patients aged 18 years and older with septic shock and an elevated serum lactate result (>2mmol/L) with a second serum lactate measurement ordered following the elevated serum lactate result during the emergency department visit,Effective Clinical Care,Emergency department visits for patients with a second serum lactate measurement ordered following the elevated serum lactate result during the emergency department visit,All emergency department visits for patients aged 18 years and older with septic shock and an elevated serum lactate result (>2mmol/L),"Patients with any of the following:
• Transferred into the emergency department from another acute care facility or other in-patient hospital setting
• Left before treatment was complete
• Died during the emergency department visit
• ED visit less than 2 hours following the serum lactate result (>2mmol/L)
• Cardiac arrest within the emergency department visit
• Patient or surrogate decision maker declined care
•  Advanced directives present in patient medical record for comfort care
• Toxicological emergencies
• Burn
• Seizures
• Secondary diagnosis of:
o  Acute Gastrointestinal Hemorrhage
o Acute Pulmonary Hemorrhage
o Ischemic Stroke
o Hemorrhagic Stroke
o Acute myocardial infarction
o Acute trauma
",None,None,1,N/A,Process,N/A,N/A,N,Y,N,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP30,Sepsis Management: Septic Shock: Lactate Clearance Rate of >=10%,Percentage of emergency department visits for patients aged 18 years and older with septic shock who had an elevated serum lactate result (>2mmol/L) and a subsequent serum lactate level measurement performed following the elevated serum lactate result with a lactate clearance rate of >= 10% during the emergency department visit,Effective Clinical Care,Emergency department visits for patients with a lactate clearance rate of >= 10% during the emergency department visit,All emergency department visits for patients aged 18 years and older with septic shock who had an elevated serum lactate result (>2mmol/L) and a subsequent serum lactate level measurement performed following the elevated serum lactate result ,"Patients with any of the following:
• Transferred into the emergency department from another acute care facility or other in-patient hospital setting
• Left before treatment was complete
• Died during the emergency department visit
• Cardiac arrest within the emergency department visit
• Patient or surrogate decision maker declined care
•  Advanced directives present in patient medical record for comfort care
• Burn
• Status Epilepticus
• Seizures
• Toxicological emergencies
• Receiving epinephrine
• Drug-related conflict with ability to clear lactate (i.e., Nucleoside Reverse Transcriptase Inhibitors)
• Liver dysfunction or cirrhosis with decompensation
• Liver failure
• End-stage liver disease
• Secondary diagnosis of:
o Acute Gastrointestinal Hemorrhage
o Ischemic stroke
o Hemorrhagic Stroke
o Acute myocardial infarction
o Acute trauma",None,None,1,N/A,Outcome,High Priority,Outcome,N,Y,N,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP31,Appropriate Foley Catheter Use in the Emergency Department,Percentage of emergency department (ED) visits for admitted patients aged 18 years and older where an indwelling Foley catheter is ordered and the patient had at least one indication for an indwelling Foley catheter,Patient Safety,"Emergency department visits where the patient had at least one of the following indications for an indwelling Foley catheter:
• Acute urinary retention or bladder outlet obstruction
• Need for accurate measurement of urinary output with no reasonable alternative
• Pre-operative use for selected surgical procedures
• Open sacral or perineal wounds in incontinent patients
• Patient requires prolonged immobilization
• Comfort for end of life care
• Other institution-specific indication
",All emergency department visits for admitted patients aged 18 years and older where an indwelling Foley catheter is ordered,Patients who had an existing indwelling Foley catheter at ED arrival,None,None,1,N/A,Process,High Priority,N/A,N,Y,N,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP32,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients,"Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients (Excluding Psych and Mental Health, and Transfer Patients)",Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department

",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP33,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients in Supercenter EDs
(80k +)",Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients in Supercenter EDs (80k+),Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department

",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP35,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients in High Volume EDs (60k-79,999)","Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients in  High Volume Ends (60K-79,999)",Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department
",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP36,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients in Average Volume EDs (40k-59,999)","Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients in  Average Volume EDs (40k-59,999) ",Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department

",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP37,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients in Moderate Volume EDs (20k-39,999)","Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients in  Moderate Volume EDs (20k-39,999)",Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department

",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP38,"ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients in Low Volume EDs (19,999 and less)","Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients in  Low Volume EDs (19,999 and less)",Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department

",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
5133825,ACEP39,ED Median Time from ED arrival to ED departure for discharged ED patients for Adult Patients in Freestanding Ends,Time (in minutes) from ED arrival to ED departure for discharged patients for Adult Patients in  Freestanding Ends,Person and Care-giver-Centered Experiences and Outcomes,Time (in minutes) from ED arrival to ED departure for discharged Adult patients,All Emergency Department encounters for patients aged 18 years and older discharged from the ED,"• Transfers
• Psychiatric and mental health patients
• Patients who expired in the emergency department

",None,None,1,N/A,Outcome,High Priority,Outcome,Y,N,Y,N,N,ACEP's Clinical Emergency Data Registry (CEDR),N/A,2017
