QCDR Name,Measure ID,Measure Title,Measure Description ,NQF Number  (if applicable),NQS Domain ,High Priority,Measure Type,Inverse Measure,"Proportional Measure 
",Continuous Variable Measure  ,Ratio Measure  ,Number of performance rates to be  submitted                                                  ,Overall Algorithm,Is the Measure Risk-Adjusted   ,Primary Steward,First Performance Year 
SCG Health,AQI67,Consultation for Frail Patients,"Percentage of patients aged 70 years or older, who undergo an inpatient procedure requiring anesthesia services and have a positive frailty screening result who receive a multidisciplinary consult or care during the hospital encounter",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2019
SCG Health,CCOME3,Patient-Reported Pain and/or Function Improvement after Total Shoulder Arthroplasty,"Percentage of patients 18 years of age and older who obtained at least a 10% improvement in shoulder pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary total shoulder arthroplasty (TSA) surgery. PROMs include any validated measures of shoulder-related pain and/or function, such as PSS-Pain and PSS-Function.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Cleveland Clinic OME,2017
SCG Health,CCOME6,Patient-Reported Pain and/or Function Improvement after APM Surgery,"Percentage of patients 13 years of age and older who obtained at least a 10% improvement in knee pain and/or function as measured by validated patient-reported outcome measures (PROMs) completed up to 90 days prior to and 9 to 15 months after undergoing primary arthroscopic partial meniscectomy (APM) surgery. PROMs include any validated measures of knee-related measures of pain and/or function, such as KOOS-Pain, KOOS-ADL, KOOS-PS, and KOOS-JR.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Cleveland Clinic OME,2018
SCG Health,CODE10,Improved Global Physical Health Outcome Assessment for Shoulder Arthroscopy,Percentage of patients aged 18 years and older with primary shoulder arthroscopy who completed baseline and follow-up (patient-reported) PROMIS Global 10 assessments that reported an improvement in global physical health.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,CODE Technology,2017
SCG Health,CODE3,Improved Functional Outcome Assessment for Foot/Ankle Repair,Percentage of patients aged 18 years and older with primary foot/ankle repair who completed baseline and follow-up (patient-reported) functional status assessments that reported a non-trivial improvement in functional status.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,CODE Technology,2017
SCG Health,CODE5,Improved Global Physical Health Outcome Assessment for Spine Surgery,Percentage of patients aged 18 years and older with spine surgery who completed baseline and follow-up (patient-reported) PROMIS Global 10 assessments that reported an improvement in global physical health.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,CODE Technology,2017
SCG Health,PPRNET31,Screening for Type 2 Diabetes,The percentage of patients 40 to 70 years of age who are overweight or obese and have been screened for type 2 diabetes in the past 3 years,N/A,Community/Population Health,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Clinigence VIP QCDR,2017
SCG Health,SCG05,"Improvement in Quality of Life from Partial Foot, Prosthetics",Percentage of patients 18 years and older with a prescription for a partial foot prosthetic to assist with ambulation whose health related quality of life (HRQoL) was assessed during at least two visits during the performance period AND whose health related quality of life score  stayed the same or  improved.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,Yes,SCG Health,2017
SCG Health,SCG10,Treatment and Management Outcomes of Acute Wounds and/or Ulcers,"The treatment and management of outcomes by percentage of patients, regardless of age, with a suspected infection of an acute wound and/or ulcer that required treatment and management over two or more encounters during the performance period",N/A,Effective Clinical Care,No,Outcome,No,Yes,No,No,1,1st Performance Rate,No,SCG Health,2019
SCG Health,SCG2,Outcome Assessment for Patients Prescribed Ankle Orthosis for Ambulation and Functional Improvement,"Percentage of patients 18 years and older who had at least two medical visits during the performance period, and for whom an ankle orthosis was prescribed to assist with ambulation AND report a significant improvement in ambulation and function with the orthosis using a standardized tool within the performance period",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,Yes,SCG Health,2017
SCG Health,SCG3,Outcome Assessment for Patients Prescribed Foot Orthosis for Ambulation and Functional Improvement,"Percentage of patients 18 years and older with a deformity of the foot or forefoot, who had at least two medical visits during the performance period, and for whom a foot orthosis was prescribed to assist with ambulation AND report a significant improvement in ambulation and function with the orthosis using a standardized tool within the reporting period",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,Yes,SCG Health,2017
SCG Health,SCG6,Outcome of High Risk Pain Medications Prescribed in Last 6 Months,"Percentage of patients aged 18 years and older prescribed and actively taking one or more high risk medications in the last 6 months meeting the following criteria:
o Evaluation of polypharmacy AND 
o Reduction to the high risk medication where clinically appropriate (e.g., change pain medication, number of medications, dosage and/or frequency prescribed)",N/A,Patient Safety,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,Yes,SCG Health,2018
SCG Health,SCG7,Evaluation of High Risk Pain Medications for MME,Percentage of patients aged 18 years and older prescribed and actively taking one or more high risk pain medications and evaluated for clinical appropriateness of morphine milligram equivalents (MME),N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,Yes,SCG Health,2019
SCG Health,SCG8,Pre-surgical screening for depression,"Percentage of patients, regardless of age, undergoing surgical, therapeutic or diagnostic procedures under anesthesia where the patient a received a formal pre-surgical screening for depression using an age appropriate standardized depression screening tool AND if positive, a follow-up plan is documented on the date of the positive screen",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,SCG Health,2019
SCG Health,SCG9,Avoidance of Inappropriate Emergency Department Use,"Percentage of patients, 18 years and older, who were referred to an appropriate site of service, avoiding the Emergency Department",N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,SCG Health,2019
SpectraMedix eMeasures360™ QCDR,SCG8,Pre-surgical screening for depression,"Percentage of patients, regardless of age, undergoing surgical, therapeutic or diagnostic procedures under anesthesia where the patient a received a formal pre-surgical screening for depression using an age appropriate standardized depression screening tool AND if positive, a follow-up plan is documented on the date of the positive screen",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,SCG Health,2019
SpectraMedix eMeasures360™ QCDR,SMX10,Prevalence and Severity of High Blood Pressure Among Children (SoDH) - Blood Pressure screening for children 1-13 years of age and 14 - 19 years of age,"Percentage of children 1 -13 years of age, and 14 - 19 years of age  who were had a blood pressure reading taken and if greater than 130/80 had a follow-up plan documented
Performance rates: Rate 1: For patients ages 1-13, had at least 1 blood pressure reading in the measurement period and if the reading was greater than 130/80 had a follow-up plan documented. Rate 2: For patients ages 14 - 19, had at least 1 blood pressure reading in the measurement period and if the reading was greater than 130/80 had a follow-up plan documented.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,2,Weighted Average,No,SpectraMedix eMeasures360™ QCDR,2019
SpectraMedix eMeasures360™ QCDR,SMX11,Screening for Risk Factors for Adult Cardiovascular Disease in Children (SoDH) - Dyslipidemia screening for children ages 9 -11 and post-puberty ages 17-21,"Screening for Risk factors for adult cardiovascular disease - Percent of patients ages 9 -11 that had a baseline HDL-C screening or ages 17 -21 that had a baseline HDL-C or LDL-C screening test and if out of range, had a follow-up plan documented.
Performance rates: Rate 1: For Patients  9 -11 who had an HDL-C screening and if result is greater than 40 mg/dl then a follow-up plan is documented. Rate 2:  For Patients 17 - 21 who either had  a HDL-C screening and if result is greater than 40 mg/dl then a follow-up plan is documented, OR had a LDL-C screening and if result is less than 130 mg/dl had a follow-up plan documented.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,2,Weighted Average,No,SpectraMedix eMeasures360™ QCDR,2019
SpineTRACK Registry,OBERD23,Health Related Quality of Life: Patient Defined Outcomes,"The finger dexterity goal of a guitarist is poorly measured by a standard question about difficulty buttoning a coat. The object of this measure is to track changes in the level of difficulty, which patients experience in performing a self-defined activity that is especially meaningful to their own quality of life intervention. The level of difficulty is rated on a 0-10 points scale for the self-defined activity and will be assessed based on comparison between pre-intervention and post-intervention scores.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Oberd,2017
SpineTRACK Registry,OBERD31,Quality of Life-Mental Health Outcomes,"Percentage of patients 18 years of age and older who completed a baseline and, within the CY(calendar year) reporting period of Jan. 1, 20xx - Dec.31, 20xx, follow-up quality of life (QoL) patient-reported outcomes assessment (VR-12, SF-12, SF-36, PROMIS Global 10 or equivalent Computer Adaptive Test (CAT) assessment if available) which yielded a mental component score that showed a statistically significant improvement in comparison to initial assessment or who had already reported a score in which there is no room for statistical improvement. The use of Patient Reported Outcomes (PROs) in clinical research is well documented. In addition, the AAOS Quality Outcomes Work Group recommends that QoL PROs in the clinical setting can lead to improved care.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Engagement/Experience,No,Yes,No,No,1,1st Performance Rate,No,Oberd,2018
SpineTRACK Registry,OBERD32,Quality of Life - Physical Health Outcomes,"Percentage of patients 18 years of age and older who completed a baseline and, within the CY(calendar year) reporting period of Jan. 1, 20xx - Dec.31, 20xx, a follow-up quality of life (QoL) patient-reported outcomes assessment (VR-12, SF-12, SF-36, PROMIS Global 10 or equivalent Computer Adaptive Test (CAT) assessment if available) which yielded a physical component score that  showed a statistically significant improvement in comparison to initial assessment or who had already reported a score in which there is no room for statistical improvement. The use of Patient Reported Outcomes (PROs) in clinical research is well documented. In addition, the AAOS Quality Outcomes Work Group recommends that QoL PROs in the clinical setting can lead to improved care.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Engagement/Experience,No,Yes,No,No,1,1st Performance Rate,No,Oberd,2018
SpineTRACK Registry,SPINETRACK4,Percent of patients meeting SCB thresholds for back or neck pain,Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in back or neck pain following a spine surgical intervention (cervical or lumbar),N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,SpineTRACK Registry,2018
SpineTRACK Registry,SPINETRACK5,Percent of patients meeting SCB thresholds for leg or arm pain,Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in leg or arm pain following a spine surgical intervention (cervical or lumbar),N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,SpineTRACK Registry,2018
SpineTRACK Registry,SPINETRACK6,Percent of patients meeting SCB thresholds for pain-related disability (ODI/NDI),Calculation of the percent of patients who meet the substantial clinical benefit (SCB) thresholds for improvement in pain-related disability following a spine surgical intervention (cervical or lumbar),N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,SpineTRACK Registry,2018
STS National Database,STS1,Prolonged Length of Stay Following Coronary Artery Bypass Grafting,Percentage of patients aged 18 years and older undergoing isolated CABG with an inpatient postoperative length of stay of more than 14 days whether patient is alive or dead at discharge,N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,STS National Database,2017
STS National Database,STS11,Lobectomy - Air Leak Greater than 5 Days,Percentage of patients who underwent lobectomy surgery for lung cancer who have a post-operative air leak greater than 5 days.,N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,No,STS National Database,2018
STS National Database,STS3,Prolonged Length of Stay for Coronary Artery Bypass Grafting (CABG) + Valve Replacement,Percentage of patients aged 18 years and older undergoing CABG + valve replacement with an inpatient postoperative length of stay of more than 14 days whether patient is alive or dead at discharge,N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,STS National Database,2017
STS National Database,STS5,Prolonged Length of Stay following Valve Surgery,Percentage of patients aged 18 years and older undergoing isolated valve surgery with an inpatient postoperative length of stay of more than 14 days whether patient is alive or dead at discharge,N/A,Efficiency and Cost Reduction,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,STS National Database,2017
STS National Database,STS7,Patient Centered Surgical Risk Assessment and Communication for Cardiac Surgery,Percentage of patients age 18 and older undergoing a non-emergency risk modeled cardiac surgery procedure that had personalized risk assessment using the STS risk calculator and discussed those risks with the surgeon.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,STS National Database,2017
STS National Database,STS8,Operative Mortality for Esophageal Resection,Percentage of patients who underwent esophageal resection surgery for esophageal cancer who suffer an operative mortality.,N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,STS National Database,2018
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS16,Preventative Care and Screening: Tobacco Screening and Cessation Intervention,Percentage of patients age 18 or older who are active tobacco users who receive tobacco screening AND are offered cessation counseling at least 2 months prior to elective surgical procedure in order to delay the procedure until smoking cessation is possibly achieved.,N/A,Community/Population Health,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2017
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS18,Patient Frailty Evaluation,Percentage of patients age 65 and older who have been evaluated for frailty prior to an elective operation,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2017
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS20,Optimal Postoperative Communication Plan and Patient Care Coordination Composite,"Percentage of patients, age 18 years or older, who are brought from their home or normal living environment and who are taken to the operating room for an elective surgical intervention under regional anesthesia, MAC, and/or general anesthesia who have been documented for having all four of the following patient care communication and care coordination planning components addressed at the beginning of the postoperative phase of care:
1.	A postoperative care plan is established, addressing mobilization, pain management, diet, resumption of preoperative medications, management of drains/catheters/invasive lines, and wound care.
2.	A postoperative review of the patient goals of care that were expressed preoperatively and updating those goals of care as appropriate.
3.    A postoperative care coordination with the patient's primary/referring provider regarding the surgery within
30 days following surgery.
4.	A postoperative patient care communication plan with the patient and/or patient's family regarding the surgery and plan for care after discharge.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2017
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS21,Post-Acute Recovery Composite,"Percentage of patients age 18 or older who are taken to the operating room for an elective intervention under regional, MAC, and/or general anesthesia who have been documented for having all two post-acute components addressed at the beginning of the post-discharge phase of care:
1.	A post-discharge review of the patient goals of care that were expressed preoperatively and updating those goals of care as appropriate occurring after discharge up until 30 days following discharge date.
2.	A post-discharge follow-up encounter within 30 days updating patient improvements in mobility, pain control, diet, resumption of home medications, wound care, and management of cutaneous/invasive devices (drains,
IV lines, etc).",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2017
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS22,Unplanned Reoperation within the 30 Day Postoperative Period,Percentage of patients aged 18 years and older who had any unplanned reoperation within the 30 day postoperative period.,N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2017
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS23,Unplanned Hospital Readmission within 30 Days of Principal Procedure,Percentage of patients aged 18 years and older who had an unplanned hospital readmission within 30 days of principal procedure.,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2017
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS24,Surgical Phases of Care Patient-Reported Outcome Composite Measure,"Composite measure consisting of 12 items intended to measure the constructs of Surgeon Communication Before Surgery, Surgical Goals of Care, Satisfaction with Information, and Postoperative Care Coordination from the patient's perspective. Of these 12 items, 9 originate from the CAHPS Surgical Care Survey (S-CAHPS). Specifically, these 9 items are questions 3, 9, 11, 17, 26, 27, 31, 33, and 34 from the original S-CAHPS survey. Three (3) additional items are included to appropriately measure Goals of Care; these questions ask whether the surgeon discussed what the patient hoped to gain from surgery, whether the surgeon discussed how surgery would affect their daily activities, and what life might look like for the patient in the long-term. Please see the attachment for all 12 items in full.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Engagement/Experience,No,Yes,No,No,1,1st Performance Rate,No,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2018
Surgeon Specific Registry ACS Surgical Phases of Care Measures,ACS25,Surgical Site Infection (SSI),Percentage of patients aged 18 years and older who had a surgical site infection (SSI).,N/A,Effective Clinical Care,Yes,Outcome,Yes,Yes,No,No,1,1st Performance Rate,Yes,Surgeon Specific Registry ACS Surgical Phases of Care Measures,2018
"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",NIPM18,CHANGE IN PATIENT REPORTED QUALITY OF LIFE FOLLOWING EPIDURAL LYSIS OF ADHESIONS,"Measurement of the change in patient reported quality of life following epidural lysis of adhesions. Quality of life measurement on standardized scale includes pain, mobility, analgesic medication use, and activities of daily living.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,No,Yes,No,1,1st Performance Rate,No,"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",2019
"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",NIPM19,CHANGE IN PATIENT REPORTED QUALITY OF LIFE AND FUNCTIONAL STATUS FOLLOWING MEDIAL BRANCH RADIOFREQUENCY ABLATION,"Measurement of the change in patient reported quality of life following medial branch radiofrequency ablation. Quality of life measurement on standardized scale includes mobility, analgesic medication use, psychological well-being and activities of daily living.
Performance rate: 2 (cervical/thoracic, lumbar/sacral)",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,No,Yes,No,2,Weighted Average,No,"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",2019
"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",NIPM20,CHANGE IN PATIENT REPORTED PAIN AND FUNCTIONAL STATUS FOLLOWING SPINAL CORD STIMULATOR IMPLANTATION,"Measurement of the change in patient reported quality of life following spinal cord stimular implantation for failed back surgery syndrome. Quality of life measurement on standardized scale includes pain, mobility, analgesic medication use, psychological well-being and activities of daily living.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,No,Yes,No,1,1st Performance Rate,No,"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",2019
"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",NIPM21,REDUCTION IN PATIENT REPORTED PAIN FOLLOWING  MEDIAL BRANCH RADIOFREQUENCY ABLATION,"Measurement of reduction in pain as reported by patients aged 18 years and older following medial branch radiofrequency ablation
1. The percent reduction in pain score on a visual analog scale (0-10), comparing pre-procedure pain (recorded within 90 days prior to the procedure) and post-procedure pain (recorded within 120 days following the procedure) in the area targeted for treatment
2. The reduction in pain as reported by the patient as a percent reduction in pain in the area targeted for treatment, comparing pre-procedure and post-procedure pain. Percent reduction in pain must be reported within 120 days following the procedure.
Performance rate: 2 (cervical/thoracic, lumbar/sacral)",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,No,Yes,No,2,Weighted Average,No,"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",2019
"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",NIPM22,CHANGE IN PATIENT REPORTED QUALITY OF LIFE FOLLOWING EPIDURAL CORTICOSTEROID INJECTION,"Measurement of the change in patient reported quality of life following caudal, lumbar, thoracic, or cervical epidural corticosteroid injection. Quality of life measurement on standardized scale includes pain, mobility, psychological well-being, analgesic medication use, and activities of daily living.
Performance rate: 2 (cervical/thoracic, lumbar/sacral)",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,No,Yes,No,2,Weighted Average,No,"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",2019
"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",NIPM23,CHANGE IN PATIENT REPORTED QUALITY OF LIFE FOLLOWING MAJOR JOINT CORTICOSTEROID INJECTION,"Measurement of the change in patient reported quality of life following major joint corticosteroid injection. Quality of life measurement on standardized scale includes pain, mobility, analgesic medication use, and activities of daily living.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,No,Yes,No,1,1st Performance Rate,No,"The ASIPP National Interventional Pain Management (NIPM) Qualified Clinical Data Registry, powered by ArborMetrix",2019
The PQR,ACEP30,Sepsis Management: Septic Shock: Lactate Clearance Rate of >= 10%,Percentage of emergency department visits for patients aged 18 years and older with septic shock who had an elevated serum lactate result (>2mmol/L) and a subsequent serum lactate level measurement performed following the elevated serum lactate result with a lactate clearance rate of >= 10% during the emergency department visit,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2017
The PQR,ACEP48,"Sepsis Management: Septic Shock: Lactate Level Measurement, Antibiotics Ordered, and Fluid Resuscitation","Percentage of emergency department visits resulting in hospital admission for patients aged 18 years and older with septic shock who had an order for all the following during the emergency department visit:  a serum lactate level, antibiotics, and >1L of crystalloids",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,ACEP's Clinical Emergency Data Registry (CEDR),2017
The PQR,AQI55,Team-Based Implementation of a Care-and-Communication Bundle for ICU Patients,"Percentage of patients, regardless of age, who are admitted to an intensive care unit (ICU) for >=48 hours and who received critical care services who have documentation by managing physician of 1) attempted or actual identification of a surrogate decision maker, 2) an advance directive, and 3) the patient's preference for cardiopulmonary resuscitation, within 48 hours of ICU admission",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Anesthesia Quality Institute (AQI) National Anesthesia Clinical Outcomes Registry (NACOR),2018
The PQR,ECPR39,Avoid Head CT for Patients with Uncomplicated Syncope,Percentage of Adult Syncope Patients Who Did Not Receive a Head CT Scan Ordered by the Provider,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2017
The PQR,ECPR40,Initiation of the Initial Sepsis Bundle,Percentage of Adult Emergency Department Patients Diagnosed with Severe Sepsis or Septic Shock That Have Initiation of the Initial Sepsis Bundle,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2017
The PQR,ECPR41,Rh Status Evaluation and Treatment of Pregnant Women at Risk of Fetal Blood Exposure,Percentage of Women Aged 14-50 Years at Risk of Fetal Blood Exposure Who Had Their Rh Status Evaluated in the Emergency Department (ED) and Received Rh-Immunoglobulin (Rhogam) if Rh-negative,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2017
The PQR,ECPR42,Restrictive Use of Blood Transfusions,Percentage of Adult Patients with a Diagnosis of Anemia Who Did Not Receive a Blood Transfusion When Hgb > 8g/dL (Restrictive Transfusion Guidelines),N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2017
The PQR,ECPR46,Avoidance of Opiates for Low Back Pain or Migraines,Percentage of Patients with Low Back Pain and/or Migraines Who Were Not Prescribed an Opiate,N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2018
The PQR,ECPR47,Avoidance of Opiate Prescriptions for Greater Than 3 Days Duration for Acute Pain,Percentage of Adult Patients Who Were Prescribed an Opiate for Whom the Prescription Duration Was Not Greater than 3 days for Acute Pain,N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2018
The PQR,ECPR5,Mean Time from Emergency Department (ED) Arrival to ED Departure for Discharged Lower Acuity ED Patients,Mean Time from ED Arrival to Time of Departure from the ED for Lower Acuity Patients Discharged from the ED,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,Yes,No,Yes,Yes,1,1st Performance Rate,Yes,E-CPR (Emergency - Clinical Performance Registry),2017
The PQR,ECPR50,Door to Diagnostic Evaluation by a Provider Within 30 Minutes - Urgent Care Patients,Percentage of Urgent Care Patients Who Made Provider Contact Within 30 Minutes of Urgent Care Clinic (UCC) Arrival,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,E-CPR (Emergency - Clinical Performance Registry),2018
The PQR,ECPR6,Mean Time from Emergency Department (ED) Arrival to ED Departure for Discharged Higher Acuity ED Patients,Mean Time from ED Arrival to Time of Departure from the ED for Higher Acuity Patients Discharged from the ED,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Outcome,Yes,No,Yes,Yes,1,1st Performance Rate,Yes,E-CPR (Emergency - Clinical Performance Registry),2017
The PQR,HCPR14,Venous Thromboembolism (VTE) Prophylaxis,Percentage of Adult Patients Who Had VTE Prophylaxis Ordered on the Day Of or the Day After Hospital Admission OR Have Documentation of Why No VTE Prophylaxis Was Ordered,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR16,Physician's Orders for Life-Sustaining Treatment (POLST) Form,Percentage of Patients Aged 65 Years and Older with Physician's Orders for Life-Sustaining Treatment (POLST) Forms Completed,N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR17,Pressure Ulcers - Risk Assessment and Plan of Care,Percentage of Adult Post-acute Facility Patients That Had a Risk Assessment for Pressure Ulcers and a Plan of Care for Pressure Ulcer Prevention/Treatment Completed,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR18,Unintentional Weight Loss - Risk Assessment and Plan of Care,Percentage of Adult Post-acute Facility Patients that Had a Risk Assessment for Unintentional Weight Loss and a Plan of Care for Unintentional Weight Loss Documented by Provider,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR19,30 Day All Cause Readmit Rate for Discharged Inpatients,"Risk-Standardized Rate of All-cause Readmission to the Discharging Hospital and Hospitalist Physician Group within 30 Days of Initial Hospital Discharge
Rate 1: Overall 2) Pneumonia 3) CHF 4) COPD.",N/A,Patient Safety,Yes,Outcome,Yes,Yes,No,Yes,4,1st Performance Rate,Yes,H-CPR (Hospitalist -Clinical Performance Registry),2017
The PQR,HCPR20,Clostridium Difficile - Risk Assessment and Plan of Care,"Percentage of Adult Patients Who Had a Risk Assessment for C. difficile Infection and, If High-Risk, Had a Plan of Care for C. difficile Completed on the Day Of or Day After Hospital Admission",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,H-CPR (Hospitalist -Clinical Performance Registry),2018
