QCDR Name,Measure ID,Measure Title,Measure Description,NQF Number  (if applicable),NQS Domain,High Priority,Measure Type,Inverse Measure,Proportional Measure,Continuous Variable Measure,Ratio Measure,Number of performance rates to be submitted,Overall Algorithm,Is the Measure Risk-Adjusted,Primary Steward,First Performance Year,Performance Rate Description,Submission Pathway
National Pathology Quality Registry (NPQR),NPQR16,Notification to the provider ordering repeat blood chemistry panels in clinically stable patients within four days.,"Percentage of providers who ordered a repeat blood chemistry panel within four days on an individual patient, in greater than 10% of their patients tested, who were notified by the laboratory that repeat testing is not likely beneficial in clinically stable patients.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2020,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR17,Notification to the provider ordering repeat C. difficile stool toxin testing within seven days,"Percentage of providers who ordered repeat C. difficile stool toxin testing within seven days on an individual patient, who were notified by the laboratory that repeat testing is not beneficial, and can lead to increased false positive test results.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2020,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR18,Notification to the provider ordering repeat CBCs in clinically stable patients within four days,"Percentage of providers who ordered a repeat CBC within four days on an individual patient, in greater than 10% of their patients tested, who were notified by the laboratory that repeat testing is not likely beneficial in clinically stable patients.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2020,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR19,Notification to the provider ordering repeat Hepatitis C serology testing on a patient with previously positive results,"Percentage of providers who ordered repeat Hepatitis C serology testing on a patient with previously positive results, who were notified by the laboratory that repeat testing is not beneficial.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2020,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR2,Notification to the ordering provider requesting thyroid screening tests other than only a Thyroid Stimulating Hormone (TSH) test in the initial screening of a patient with a suspected thyroid disorder,"Percentage of ordering providers who ordered thyroid screening tests other than only a TSH in greater than 10% of their patients for the evaluation of a patient with suspected non-neoplastic thyroid disease, who were informed by the laboratory these tests are not beneficial for the initial diagnosis of thyroid disease.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2018,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR3,Notification to the ordering provider requesting amylase testing in the diagnosis of suspected acute pancreatitis,"Percentage of ordering providers who ordered an amylase test in greater than 10% of their patients for the evaluation of a patient with acute pancreatitis, who were informed by the laboratory this test is not beneficial for the diagnosis of pancreatitis.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2018,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR4,Time interval: critical value reporting for chemistry,"Measurement of the time interval beginning with the time results are verified for any of the following Sodium, Potassium, Chloride, Calcium-total, Bicarbonate – CO2, Ammonia, Total Bilirubin – Newborn, Glucose, Glucose – Newborn tests until the critical value is reported by the laboratory. (Reporting done via phone, or secure electronic transmission, such as text messaging, messaging through Laboratory Information Systems, Electronic Health Records systems, or email with read receipt functionality). When notification is sent by email, performance met is contingent on read receipt received. If a read receipt is not received, this should be considered as performance not met.",N/A,Communication and Care Coordination,Yes,Process,Yes,No,Yes,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2018,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR5,Time interval: critical value reporting for cerebrospinal fluid - white blood cell (CSF - WBC),"Measurement of the time interval beginning with the time results are verified (clinical) until the critical value is reported by the laboratory for CSF-WBC. (Done via phone, or secure electronic transmission, such as text messaging, messaging through Laboratory Information Systems, Electronic Health Records systems, or email with read receipt functionality). When notification is sent by email, performance met is contingent on read receipt received. If a read receipt is not received this should be considered as performance not met.",N/A,Communication and Care Coordination,Yes,Process,Yes,No,Yes,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2018,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR6,Time interval: critical value reporting for toxicology,"Measurement of the time interval beginning with the time results are verified until the critical value is reported by the laboratory for Carbamazepine, Phenobarbital, and Acetaminophen toxicology tests. (Reporting done via phone, or secure electronic transmission, such as text messaging, messaging through Laboratory Information Systems, Electronic Health Records systems, or email with read receipt functionality). When notification is sent by email, performance met is contingent on read receipt received. If a read receipt is not received this should be considered as performance not met.",N/A,Communication and Care Coordination,Yes,Process,Yes,No,Yes,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2018,N/A,Traditional MIPS
National Pathology Quality Registry (NPQR),NPQR7,Time interval: critical value reporting for troponin,"Measurement of the time interval beginning with the time results are verified for Troponin (CPT - 84484) until the critical value is reported by the laboratory. (Reporting done via phone, email with read receipt functionality, or text). When notification is sent by email, performance met is contingent on read receipt received. If a read receipt is not received this should be considered as performance not met.",N/A,Communication and Care Coordination,Yes,Process,Yes,No,Yes,No,1,1st Performance Rate,No,National Pathology Quality Registry (NPQR),2018,N/A,Traditional MIPS
AAOS Orthopaedic Quality Resource Center,OBERD32,Quality of Life - Physical Health Outcomes,"Percentage of patients 18 years of age and older who completed a baseline and, within the CY(calendar year) reporting period of Jan. 1, 20xx - Dec.31, 20xx, a follow-up quality of life (QoL) patient-reported outcomes assessment (VR-12, SF-12, SF-36, PROMIS Global 10 or equivalent Computer Adaptive Test (CAT) assessment if available) which yielded a physical component score that showed a statistically significant improvement in comparison to initial assessment or who had already reported a score in which there is no room for statistical improvement. The use of Patient Reported Outcomes (PROs) in clinical research is well documented. In addition, the AAOS Quality Outcomes Work Group recommends that QoL PROs in the clinical setting can lead to improved care.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,AAOS Orthopaedic Quality Resource Center,2018,N/A,Traditional MIPS
Outpatient Endovascular and Interventional Society National Registry,OEIS6,Appropriate non-invasive arterial testing for patients with intermittent claudication who are undergoing a LE peripheral vascular intervention,Proportion of patients with non-invasive evaluations present/available prior to LE peripheral vascular interventions in patients with intermittent claudication.,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Outpatient Endovascular and Interventional Society National Registry,2017,N/A,Traditional MIPS
Outpatient Endovascular and Interventional Society National Registry,OEIS7,Structured Walking Program Prior to Intervention for Claudication,Proportion of patients who completed a structured walking program of a duration not less than 12 weeks prior to undergoing peripheral arterial intervention in patients with claudication,N/A,Efficiency and Cost Reduction,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Outpatient Endovascular and Interventional Society National Registry,2019,N/A,Traditional MIPS
Outpatient Endovascular and Interventional Society National Registry,OEIS8,Use of ultrasound guidance for vascular access,Proportion of vascular access using ultrasound guidance for vessel puncture during endovascular procedures.,N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Outpatient Endovascular and Interventional Society National Registry,2020,N/A,Traditional MIPS
Premier Clinician Performance Registry,ONSQIR21,Patient Reported Health-Related Quality of Life (HRQoL) during Treatment for Advanced Cancer,"Percentage of patients aged 18 and older with an active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart, where the most recent total score indicates the same or better quality of life. Two rates are reported: 1. Percentage of patients aged 18 and older with an active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart. 2. Percentage of patients aged 18 and older with an active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart, where the most recent total score indicates the same or better quality of life.",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,2,2nd Performance Rate,No,Premier Clinician Performance Registry,2019,"This measure reports 2 performance rates, 
Rate 1: The first is patients with active diagnosis of advanced cancer (Stage III or Stage IV) receiving chemotherapy and/or immunotherapy for treatment of cancer, who have HRQOL assessed on the FACT-G (Version 4) or PROMIS Global Health short form (Version 1.2) at least twice during the measurement period at least 90 days apart; 
Rate 2: The second measure is the performance measure of the recent score indicates the same or better quality of life.",Traditional MIPS
Premier Clinician Performance Registry,ONSQIR22,PCR Test with MR2 or greater result (BCR-ABL1 transcript level <= 1% [IS]) for patients receiving TKI for at least 6 months for Chronic Myelogenous Leukemia,"Percentage of patients aged 18 and older with chronic myelogenous leukemia who are receiving TKI therapy for at least 6 months, who have at least 1 PCR test performed with the most recent result equal to or greater than MR2 (BCR-ABL1 transcript level <= 1% [IS]) during the measurement period.",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,1st Performance Rate,No,Premier Clinician Performance Registry,2019,This measure reports a single performance rate for CML patients receiving TKI therapy for at least 6 months with at least 1 PCR test performed with the most recent result equal to or greater than MR2 (BCR-ABL1 transcript level <= 1% [IS]).,Traditional MIPS
Premier Clinician Performance Registry,ONSQIR23,Assessment for and management of immune-related adverse events during cancer treatment with checkpoint inhibitors (ICPi),"Percentage of patients aged 18 and older receiving a checkpoint inhibitor (ICPi) for cancer experiencing immune-related adverse events of documented grade 3+ diarrhea OR documented grade 3+ hypothyroidism OR documented grade 3+ dermatitis OR documented grade 3+ pneumonitis AND for each adverse event, there is guideline concordant intervention (per ASCO/NCCN guideline) during the measurement period.",N/A,Effective Clinical Care,Yes,Intermediate Outcome,No,Yes,No,No,1,1st Performance Rate,No,Premier Clinician Performance Registry,2019,This measure reports a single performance rate for ICPi patients experiencing immune-related adverse events receiving the appropriate intervention per ASCO/NCCN guideline.,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH1,Oncology: Advance Care Planning in metastatic cancer patients,Percentage of patients with metastatic (stage 4) cancer who have a documented Advance Care Planning discussion in the first 6 months after metastatic diagnosis to inform treatment decisions and end-of-life care.,N/A,Communication and Care Coordination,Yes,Patient Engagement/Experience,No,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2018,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH10,Oncology: Hepatitis B serology testing and prophylactic treatment prior to receiving anti-CD20 targeting drugs,"Percentage of patients tested for Hepatitis B prior to receiving anti-CD20 targeting treatment, including rituximab, ofatumumab, and obinutuzumab; patients testing positive for Hepatitis B receive prophylactic treatment.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2020,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH11,"Oncology: Utilization of PET, PET/CT, or CT scans for breast cancer stage 0, I, or II at any time during the course of evaluation and treatment","Percentage of female breast cancer patients stage 0, I, or II with curative treatment intent (including observation, adjuvant chemotherapy, radiation or surgery) who receive a PET, PET/CT or CT scan as part of initial staging, treatment,  or routine surveillance",N/A,Efficiency and Cost Reduction,Yes,Process,Yes,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2020,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH2,Oncology: Utilization of GCSF in metastatic colorectal cancer,Percentage of Stage 4 colon/rectal cancer patients receiving any white cell growth factors with chemotherapy,N/A,Efficiency and Cost Reduction,Yes,Efficiency and Cost/Resource Use,Yes,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2018,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH3,Oncology: Combination chemotherapy recommended or received within 4 months of diagnosis by women under 70 with AJCC stage T1cN0M0 to Stage 1B-III ER/PR negative breast cancer,"Percentage of female patients, age >18 at diagnosis, who have their first diagnosis of breast cancer (epithelial malignancy), at AJCC Stage T1cN0M0 (tumor greater than 1cm), or Stage 1B-III, whose primary tumor is progesterone and estrogen receptor negative recommended for multi-agent chemotherapy (recommended or administered) within 4 months (120 days) of diagnosis",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2018,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH4,Oncology: Patient-reported pain improvement,"Percentage of cancer patients currently receiving chemotherapy or radiation therapy who report significant pain improvement (high to moderate, moderate to low, or high to low) within 30 days",N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2019,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH8,Oncology: Mutation testing for lung cancer completed prior to start of targeted therapy,"Proportion of stage 4 NSCLC patients tested for actionable biomarkers, including EGFR, BRAF mutation; ROS1, ALK rearrangement; PD-L1 expression, and received targeted therapy or chemotherapy based on biomarker results.",N/A,Effective Clinical Care,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2019,N/A,Traditional MIPS
Practice Insights by McKesson in Collaboration with The US Oncology Network,PIMSH9,Oncology: Supportive care drug utilization in last 14 days of life,"Percentage of patients receiving supportive care drugs (including colony stimulating factors, bone health, supplemental iron medications, and neurokinin 1 (NK1) receptor antagonist antiemetics) during the 14 days prior to and including the date of death.",N/A,Effective Clinical Care,Yes,Efficiency and Cost/Resource Use,Yes,Yes,No,No,1,1st Performance Rate,No,Practice Insights by McKesson in Collaboration with The US Oncology Network,2020,N/A,Traditional MIPS
Premier Clinician Performance Registry,PINC55,Appropriate Documentation of a Malnutrition Diagnosis,Percentage of patients age 18 years and older who are found to be severely or moderately malnourished based on a nutrition assessment that have appropriate documentation in the medical record of a malnutrition diagnosis,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Premier Clinician Performance Registry,2020,This measure reports a single performance rate for appropriate documentation in the medical record of a malnutrition diagnosis for patients with moderate or severe malnutrition based on nutritional assessment.,Traditional MIPS
Premier Clinician Performance Registry,PINC56,Assessment of Nutritionally At-Risk Patients for Malnutrition and Development of Nutrition Recommendations/Interventions by a Registered Dietitian Nutritionist,Percentage of patients age 18 years and older who are nutritionally at-risk that have documented nutrition intervention recommendations by a registered dietitian nutritionist or clinical qualified nutrition professional if identified with moderate or severe malnutrition as part of a nutrition assessment,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,Premier Clinician Performance Registry,2020,This measure reports a single performance rate for patients identified after assessment with moderate or severe malnutrition and receive nutrition intervention recommendations by a registered dietitian nutritionist or clinical qualified nutrition professional.,Traditional MIPS
PsychPRO,PP8,"Measurement-based Care Processes: Baseline Assessment, Monitoring and Treatment Adjustment","Percentage of individuals 18 years of age and older with a diagnosis of mental and/or substance abuse disorder, who had a baseline assessment with ongoing monitoring, AND who had an adjustment to their care plan following assessment and monitoring. Three rates are reported. 

a. Percentage of individuals who had a baseline assessment in at least five (5) mental health domains including depression, anxiety, substance use, suicide risk and psychosis, as well as an assessment of functioning and recovery.

b. Percentage of individuals who had a baseline assessment, who were monitored with follow-up for improvement or maintenance of symptom severity, functioning and recovery.

c. Percentage of individuals who had a baseline assessment AND who had documentation of a clinical decision to adjust (or no adjustment) their care plan, including an adjustment to their medication OR therapy; OR referral OR consultation, following monitoring.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,3,Simple Average,No,PsychPRO,2021,"This measure will be calculated with 3 performance rates:
 
Rate 1: Percentage of individuals (aged 18+ years) with baseline assessment in 5 mental health domains (depression, anxiety, substance use, suicide ideation and psychosis); and for function and recovery.

Rate 2: Percentage of individuals (aged 18+ years) monitored with follow-up for improvement or maintenance of symptom severity, functioning and recovery based on results from validated assessment tools. 

Rate 3: Percentage of individuals (aged 18+ years) whose clinician used their data from validated tools, to make decisions about adjustments to their care plan.",Traditional MIPS
PsychPRO,PP9,Improvement or Maintenance of Functioning for Individuals with a Mental Health and/or Substance Use Disorder,The percentage of individuals aged 18 and older with a mental and/or substance use disorder who demonstrated an improvement in functioning (or maintained baseline level of functioning) based on results from the 12-item World Health Organization Disability Assessment Schedule (WHODAS 2.0) 180 days (+/- 30 days) after a baseline visit.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,Yes,PsychPRO,2021,N/A,Traditional MIPS
"MEDNAX QCDR, MSN Healthcare Solutions, LLC",QMM16,IVC Filter Management Confirmation,"Percentage of final reports for eligible exams where an IVC filter is present and the radiologist included a statement of recommendation in the impression of the report for the treating clinician to:
1) Assess if there is a management plan in place for the patient’s IVC filter, 
AND 
2) If there is no established management plan for the patient’s IVC filter, refer the patient to an interventional clinician on a nonemergent basis for evaluation.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"MEDNAX QCDR, MSN Healthcare Solutions, LLC",2021,N/A,Traditional MIPS
"MEDNAX QCDR, MSN Healthcare Solutions, LLC",QMM17,Appropriate Follow-up Recommendations for Ovarian-Adnexal Lesions using the Ovarian-Adnexal Reporting and Data System (O-RADS),"The percentage of final reports for female patients receiving a transvaginal ultrasound (US) examination of the pelvis (including transabdominal/transvaginal exams) where a clinically relevant lesion is detected, in which the radiologist describes the lesion using O-RADS Lexicon Descriptors and subsequently makes the correct clinical management recommendation based on the O-RADS Risk Stratification and Management System.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"MEDNAX QCDR, MSN Healthcare Solutions, LLC",2021,N/A,Traditional MIPS
"MEDNAX QCDR, MSN Healthcare Solutions, LLC",QMM18,Use of Breast Cancer Risk Score on Mammography,"The percentage of final reports for screening mammograms which include the patient’s estimated numeric risk assessment based on published guidelines, and appropriate recommendations for supplemental screening based on the patient’s estimated risk and documentation of the source of recommendation.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"MEDNAX QCDR, MSN Healthcare Solutions, LLC",2021,N/A,Traditional MIPS
"MEDNAX QCDR, MSN Healthcare Solutions, LLC",QMM19,DEXA/DXA and Fracture Risk Assessment for Patients with Osteopenia,"All patients, aged 40-90 at time of service, who undergo DEXA scans for bone density who have their FRAX score included in the final report.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,"MEDNAX QCDR, MSN Healthcare Solutions, LLC",2021,N/A,Traditional MIPS
"MEDNAX QCDR, MSN Healthcare Solutions, LLC",QMM20,Opening Pressure in Lumbar Puncture,Percentage of final reports for patients aged ≥ 18 which include Documentation of Opening Pressure Value obtained during Lumbar Puncture,N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,"MEDNAX QCDR, MSN Healthcare Solutions, LLC",2021,N/A,Traditional MIPS
POLARIS QCDR in collaboration with the American Society of Clinical Oncology,QOPI23,Concurrent Chemo radiation for Patients with a Diagnosis of Stage IIIB NSCLC,"Percentage of patients, regardless of age, with a diagnosis of Stage IIIB non-small cell lung cancer (NSCLC) receiving concurrent chemoradiation.",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,POLARIS QCDR in collaboration with the American Society of Clinical Oncology,2019,N/A,Traditional MIPS
POLARIS QCDR in collaboration with the American Society of Clinical Oncology,QOPI26,Sentinel Lymph Node (SLN) Biopsies for Patients AJCC T1b-T4 Melanoma,"Percentage of patients, aged 18 and older, with a diagnosis of AJCC T1b-T4 cutaneous melanoma who received a SLN biopsy",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,POLARIS QCDR in collaboration with the American Society of Clinical Oncology,2020,N/A,Traditional MIPS
POLARIS QCDR in collaboration with the American Society of Clinical Oncology,QOPI27,Appropriate Antiemetic Therapy for High- and Moderate Emetic Risk Antineoplastic Agents,"Percentage of cancer patients aged ≥18 years treated with high- or moderate-emetic risk antineoplastic agents who are administered appropriate pre-treatment antiemetic therapy

The overall performance score submitted is a weighted average of: (Numerator 1 + Numerator 2)/(Denominator 1 + Denominator 2).",N/A,Effective Clinical Care,No,Process,No,Yes,No,No,1,1st Performance Rate,No,POLARIS QCDR in collaboration with the American Society of Clinical Oncology,2020,The overall performance score submitted is a weighted average of: (Numerator 1 + Numerator 2)/(Denominator 1 + Denominator 2).,Traditional MIPS
MEDNAX QCDR,QUANTUM31,Central Line Ultrasound Guidance,"Percentage of patients, regardless of age, in whom ultrasound guidance is used by the anesthesia clinician when placing a central line for those central lines that are placed in the internal jugular location.",N/A,Patient Safety,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,MEDNAX QCDR,2016,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR10,Upper Extremity Edema Improvement,"Upper Extremity Edema Improvement is the percentage of procedures for patients with ESRD that present with upper
extremity edema and report an improvement within 48 hours after an intervention has been performed.",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR12,Tunneled Hemodialysis Catheter Success,Tunneled Hemodialysis Catheter Success is the percentage of patients with ESRD that had insertion or replacement of a central venous access device during the past 12 months who received a full dialysis treatment within 72 hours of catheter insertion or replacement.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2019,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR13,Percutaneous Arteriovenous Fistula for Dialysis - Clinical Success Rate,Percentage of clinically successful percutaneously created arteriovenous fistulae (pAVF) for patients aged 18 years and older on maintenance hemodialysis dialysis,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2021,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR5,End Stage Renal Disease (ESRD) Initiation of Home Dialysis or Self-Care,End Stage Renal Disease (ESRD) Initiation of Home Dialysis or Self-Care is the percentage of all adult ESRD patients on peritoneal dialysis (PD) or home hemodialysis.,N/A,Person and Caregiver Centered Experience and Outcomes,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RCOIR7,Improved Access Site Bleeding,"Improved Access Site Bleeding is the percentage of interventions for patients with ESRD and a vascular access site that presented for prolonged bleeding, and who post-intervention reported a reduction in bleeding",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2017,N/A,Traditional MIPS
Registry Clearinghouse LLC,REGCLR1,Heel Pain Treatment Outcomes for Adults,"Percentage of patients aged 18 and older with a diagnosis of heel pain who receive an intervention intended to treat the heel pain and experience a clinically significant decrease in heel pain.
Patients who have had at least two visits during the reporting period",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2020,Patients with heel pain that demonstrate improvement in pain level,Traditional MIPS
Registry Clearinghouse LLC,REGCLR2,Tendinitis/ Enthesopathy- Injection Treatment Outcomes for Adults,Percentage of patients aged 18 or older with a diagnosis of Tendinitis that have a reduction in pain after injection therapy,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2021,Percentage of patients aged 18 years and older who report pain greater than 3 on a scale of 1 to 10 on date of initial encounter for treatment of conditions in the diagnosis,Traditional MIPS
Registry Clearinghouse LLC,REGCLR3,Bunion Outcome - Adult and Adolescent,Percentage of patients with a who have a hallux valgus (bunion) deformity causing pain that receive an intervention and have clinically significant reduction in pain as a result of that intervention,N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2021,Patient who have a complete evaluation for treatment of Hallux Valgus and experience a decrease in Hallux Valgus Pain,Traditional MIPS
Registry Clearinghouse LLC,REGCLR4,Heel Pain Treatment Outcomes for Pediatric Patients,"Percentage of patients aged 6 to 18 years with a diagnosis of heel pain who receive an intervention intended to treat the heel pain and experience a clinically significant decrease in heel pain.
Patients who have had at least two visits during the reporting period",N/A,Effective Clinical Care,Yes,Patient Reported Outcome (PRO),No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2021,Percentage of patients aged 6 to 18 years with a diagnosis of heel pain who experience a decrease in heel pain.,Traditional MIPS
Registry Clearinghouse LLC,REGCLR5,Offloading with Remote Monitoring,Percentage of patients with a plantar foot ulcer who were compliant with offloading and healed their ulcer in 10 (ten) weeks.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2021,Patients with lower extremity ulcers that demonstrate closure of the wound,Traditional MIPS
Registry Clearinghouse LLC,REGCLR6,Use of Digital Imaging to Monitor and Improve Treatment Outcomes in Chronic Wound Healing,"This measure is specifically for CHRONIC wounds. Those are wounds that have been present for an extended period of time and have not demonstrated healing. 
Percentage of patients presenting with a non-healing (chronic) wound (present for 6 weeks with no or limited response to treatment) who are currently visiting a provider responsible for their wound care, whose provider is using a software-based wound surface area measurement tool, and whose wound healing rate has accelerated since their provider’s adoption of said tool.",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2021,"Percentage of patients whose rate of wound healing, as measured by weekly surface area changes, improved after the use wound surface area assessment tool.",Traditional MIPS
Registry Clearinghouse LLC,REGCLR7,Use of Ankle Foot Orthotics to improve patient function ,"This measures the improvement in function of patient who are prescribed foot and ankle braces for plantar fasciitis, Posterior Tibial Tendon Dysfunction, and ankle sprains",N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,Registry Clearinghouse LLC,2021,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR13,Rate of Timely Documentation Transmission to Dialysis Unit/Referring Physician,"Percentage of patients aged 18 years and older with a diagnosis of end-stage renal disease (ESRD) and who are undergoing maintenance hemodialysis or peritoneal dialysis in an outpatient dialysis facility and for whom documentation is sent to the dialysis unit or referring physician within two business days of the procedure completion or consultation by an interventional nephrologist, radiologist, or vascular surgeon.",N/A,Communication and Care Coordination,Yes,Process,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2016,N/A,Traditional MIPS
"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",RPAQIR14,Arteriovenous Graft Thrombectomy Success Rate,Percentage of clinically successful arteriovenous graft (AVG) thrombectomies for patients aged 18 years and older.,N/A,Effective Clinical Care,Yes,Outcome,No,Yes,No,No,1,1st Performance Rate,No,"Renal and Vascular Outcomes Improvement Program, powered by Forward Health Group",2016,N/A,Traditional MIPS
