MVP Title,MVP ID,MVP Description,Most Applicable Medical Specialties,Clinical Topic,MVP Reporting Category,Measure Id
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_2
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_2_PRE
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_2_PROD
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_3
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_3_EX_1
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_3_EX_2
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_3_EX_3
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_3_PRE
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_3_PROD
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_4
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_4_PRE
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_4_PROD
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_5
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_5_PRE
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PHCDRR_5_PROD
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PPHI_1
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_PPHI_2
Advancing Rheumatology Patient Care,G0053,The Advancing Rheumatology Patient Care MVP focuses on the clinical theme of providing fundamental treatment and management of rheumatological conditions.,Rheumatology,Rheumatology,Foundational,PI_ONCACB_1 
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,005
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,006
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,007
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,008
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,047
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,118
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,128
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,134
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,238
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,243
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,326
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,377
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,392
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,393
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,441
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,487
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,492
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,495
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Quality,503
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_AHE_9
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_AHE_12
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_BE_6
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_BE_12
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_BE_15
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_BE_24
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_BE_25
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_CC_9
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_PM_26
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_MVP
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_PCMH
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_PM_13
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_PM_14
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_PSPA_4
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Improvement,IA_PSPA_7
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Cost,COST_EOPCI_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Cost,COST_STEMI_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Cost,COST_HF_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Cost,MSPB_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Cost,TPCC_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,479
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,484
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_EP_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_EP_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_EP_2_EX_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_EP_2_EX_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_HIE_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_HIE_4
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_HIE_5
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_HIE_6
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_INFBLO_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_LVITC_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_LVOTC_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_LVPP_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_ONCDIR_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PEA_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_1_EX_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_1_EX_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_1_EX_3
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_1_PRE
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_1_PROD
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_2_PRE
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_2_PROD
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_3
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_3_EX_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_3_EX_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_3_EX_3
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_3_PRE
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_3_PROD
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_4
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_4_PRE
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_4_PROD
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_5
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_5_PRE
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PHCDRR_5_PROD
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PPHI_1
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_PPHI_2
Advancing Care for Heart Disease ,G0055,"The Advancing Care for Heart Disease MVP focuses on the clinical theme of providing fundamental treatment and management of costly clinical conditions that contribute to, or may result from, heart disease.",Cardiology; Internal Medicine; Family Medicine ,Heart Disease,Foundational,PI_ONCACB_1 
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,047
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,102
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,134
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,143
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,144
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,321
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,450
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,451
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,453
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,457
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,462
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,487
Advancing Cancer Care   ,M0001,"The Advancing Cancer Care MVP focuses on the clinical theme of providing fundamental treatment and management of cancer care.  The measures assess three critical areas: the patient experience of care, end of life care, and appropriate diagnostics along with possible treatment options for different cancer diagnoses.  ",Oncology; Hematology,Oncology and Hematology,Quality,490
