QCDR Vendor ID,QCDR Organization Name,Measure ID,Measure Title,Measure Description,NQS Domain,Numerator,Denominator,Denominator Exclusions,Denominator Exceptions,Numerator Exclusion,Number of performance rates to be included in the XML,"Indicate an Overall Performance Rate if more than 1 performance rate is to be submitted
Specify which rate will represent an overall performance rate for the measure or how an overall performance rate could be calculated based on the data submitted in the XML [for example, simple average of the performance rates submitted or weighted average (sum the numerators divided by the sum of the denominators), etc].",Measure Types,High Priority,Outcome,Inverse Measure (Y/N),Proportional Measure (Y/N),Continuous Variable Measure (Y/N),Ratio Measure (Y/N),Risk-Adjusted (Y/N),Is accepted by more than one QCDR,Primary Steward
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD9,Critical Result: Placental abruption,Efficiency of reporting Critical Result: Placental abruption diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Placental abruption that were reported to the ordering clinician within 30 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Placental abruption,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD21,Critical Finding: Positive bleeding scan,Efficiency of reporting Critical Result: Positive Bleeding Scan,Patient Safety,Number of times a radiologist reads indicating Positive Bleeding Scan that were reported to the ordering clinician within 40 minutes of exam completion,Number of times a radiologist reads a positive bleeding scan,None,None,None,1,N/A,Process,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD1,Critical Result: Pulmonary Embolism,Efficiency of reporting Critical Result: Pulmonary Embolism diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Pulmonary Embolism that were reported to the ordering clinician within 40 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Pulmonary Embolism,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD10,Critical Result: Ruptured Ectopic Pregnancy,Efficiency of reporting Critical Result: Ruptured ectopic pregnancy diagnosed on radiology exams,Patient Safety,Number of exams a radiologist reads indicating Ruptured ectopic pregnancy that were reported to the ordering clinician within 10 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate Ruptured ectopic pregnancy,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD14,Critical Result Protocol,Timeliness of notification in cases of Critical Results,Patient Safety,Number of Critical Results a radiologist reads that were reported to the ordering clinician within 40 minutes of exam completion,Number of diagnostic exams a radiologist reads that demonstrate a Critical Result,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD17,Result Requiring Follow Up Protocol,Timeliness of notification in cases of diagnostic exams when there is a recommendation to obtain a follow up exam.,Effective Clinical Care,Number of diagnostic exams a radiologist reads indicating a result requiring follow up when the referring clinician is notified within 36 hours of exam completion,Number of diagnostic exams a radiologist reads that require follow up exams.,None,None,None,1,N/A,Process,,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD16,Unexpected Result Protocol,Timeliness of notification in cases of Unexpected Results,Patient Safety,Number of diagnostic exams a radiologist reads indicating an Unexpected  Result when the referring clinician is notified within 72 hours of exam completion,Number of diagnostic exams a radiologist reads that demonstrate unexpected results,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD15,Urgent Result Protocol,Timeliness of notification in cases of Urgent Results,Patient Safety,"Number of diagnostic exams a radiologist reads indicating an Urgent Result when the referring clinician is notified within 60 minutes of exam completion.  Diagnoses include:
First diagnosis of Breast Cancer
Abscess
Carotid Stenosis (Critical or pre occlusie)
Dislocated Lens
Fetal Demise",Number of diagnostic exams a radiologist reads that demonstrate an Urgent Result,None,None,None,1,N/A,Process,High Priority,,N,Y,N,N,N,No,New Jersey Innovation Institute
2786722,"SaferMD, LLC in collaboration with SunCoast RHIO ",NJIISMD13,Critical Test Protocol,"Timeliness of procedure performance, interpretation and report delivery for diagnostic tests ordered as Critical Tests.",Communication and Care Coordination,Number of Critical Tests (under Critical Test Protocol established by the practice and/or facility) a radiologist reads that were reported to the ordering clinician within 30 minutes of procedure order,Number of critical tests a radiologist reads.,None,None,None,1,N/A,Process,High Priority,Outcome,N,Y,N,N,N,No,New Jersey Innovation Institute
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,BIVARUS27,Patient Reported Comprehensive Assessment of Safety,"A composite score on this measure is derived from responses on 5 items (each item scored with a text-anchored 5-point Likert scale with 1 representing the lowest value and 5 representing the highest value). Subjects (patients) receive individual items for their response. These items are not identified to patients as a component of a QCDR composite measure. 
Note: Limiting the composite measure score to the highest response category provides an opportunity for differentiation among providers in a meaningful way and provides an opportunity for performance improvement at a provider level. 
 Items: 
 Bivarus 1: Hand Sanitation Performed By My Provider 
 Bivarus 2: Medication Reconciliation Performed At My Visit 
 Bivarus 3: Practice Asked Me About Allergies 
 Bivarus 5: Practice Explained Medications Before Giving Them 
 Bivarus 10: Overall Assessment Of Safety 

",Patient Safety,"Numerator: The total number of responses to each administered item contained in the Patient Reported Comprehensive Assessment of Safety Composite Measure of the Structured Assessment of the Patient Experience of Care Survey which received a score of “5” (or the highest possible score). 
",Denominator: The total number of responses to each administered item contained in the Patient Reported Comprehensive Assessment of Safety Composite Measure of the Structured Assessment of the Patient Experience of Care Survey.,"Excluding responses of not applicable from the denominator. 

 Excluding patients who opt-out of the survey. ",None,None,1,Overall Score: Rate of responses with the highest score on each administered item of the Patient Reported Comprehensive Assessment of Safety Composite Measure of the Structured Assessment of the Patient Experience of Care Survey calculated using Numerator and Denominator as Defined above (weighted average method).,Patient Engagement/Experience,High Priority,,N,Y,N,N,N,Yes,SAPE QCDR
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,BIVARUS28,Patient Reported Experience and Care Coordination,"A composite score on this measure is derived from responses on 8 items (each item scored with a text-anchored 5-point Likert scale with 1 representing the lowest value and 5 representing the highest value). Subjects (patients) receive individual items for their response. These items are not identified to patients as a component of a QCDR composite measure. 

Items: 

Bivarus 16: My Doctor Listened To Me 
Bivarus 17: My Doctor Made Me Feel Comfortable about Asking Questions 
Bivarus 19: My Doctor Explained My Final Diagnosis 
Bivarus 22: My Doctor Informed Me of My Treatment Options 
Bivarus 23: My Doctor Told Me How Longs Things Would Take 
Bivarus 24: My Doctor Did Not Seem Rushed With Me 
Bivarus 25: While In My Room, My Doctor Was Focused On My Issues 
Bivarus 26: How Likely Are You to Recommend This Physician To Your Family And Friends 
",Person and Caregiver-Centered Experience and Outcomes/Communication and Care Coordination,Numerator: The total number of responses to each administered item contained in the Patient Reported Experience and Care Coordination Composite Measure of the Structured Assessment of the Patient Experience of Care Survey which received a score of “5” (or the highest possible score).,Denominator: The total number of responses to each administered item contained in the Patient Reported Experience and Care Coordination Composite Measure of the Structured Assessment of the Patient Experience of Care Survey (excluding responses of not applicable).,"Excluding responses of not applicable from the denominator. 

Excluding patients who opt-out of the survey.",None,None,1,Overall Score: Rate of responses with the highest score on each administered item of the Patient Reported Comprehensive Assessment of Safety Composite Measure of the Structured Assessment of the Patient Experience of Care Survey calculated using Numerator and Denominator as Defined above (weighted average method).,Patient Engagement/Experience,High Priority,,N,Y,N,N,N,Yes,SAPE QCDR
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,BIVARUS32,Patient Reported Care Team Communication,"A composite score on this measure is derived from responses on 4 items (each item scored with a text-anchored 5-point Likert scale with 1 representing the lowest value and 5 representing the highest value). Subjects (patients) receive individual items for their response. These items are not identified to patients as a component of a QCDR composite measure. 

 Note: Limiting the composite measure score to the highest response category provides an opportunity for differentiation among providers in a meaningful way and provides an opportunity for performance improvement at a provider level. 

 Items: 

 Bivarus 7: Coordination of Care Among Physicians And Nurses 
 Bivarus 9: I Was Told How to Arrange an Appointment for Follow-Up Care 
 Bivarus 11: The Doctor Provided Follow-Up Care Instructions in A Way I Could Understand 
 Bivarus 12: I Was Involved In Developing My Care or Follow-Up Plan 
",Communication and Care Coordination,Numerator: The total number of responses to each administered item contained in the Patient Reported Care Coordination Composite Measure of the Structured Assessment of the Patient Experience of Care Survey which received a score of “5” (or the highest possible score).,Denominator: The total number of responses to each administered item contained in the Patient Reported Care Coordination Composite Measure of the Structured Assessment of the Patient Experience of Care Survey.,"Excluding responses of not applicable from the denominator. 

 Excluding patients who opt-out of the survey. ",None,None,1,Overall Score: Rate of responses with the highest score on each administered item of the Patient Reported Comprehensive Assessment of Safety Composite Measure of the Structured Assessment of the Patient Experience of Care Survey calculated using Numerator and Denominator as Defined above (weighted average method).,Patient Engagement/Experience,High Priority,,N,Y,N,N,N,Yes,SAPE QCDR
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,BIVARUS30,Patient Reported Pain Treatment Effectiveness,"This measure is a patient reported outcome measure. 

 This measure is derived from responses on 1 item (scored with a text-anchored 5-point Likert scale with 1 representing the lowest value and 5 representing the highest value). Subjects (patients) receive individual items for their response. These items are not identified to patients as a component of a QCDR outcome measure. 

 Note: Limiting the composite measure score to the highest response category provides an opportunity for differentiation among providers in a meaningful way and provides an opportunity for performance improvement at a provider level. 

 Item: 

 Bivarus 13: My Pain Was Treated Effectively ",Person and Caregiver-Centered Experience and Outcomes,Numerator: The total number of responses to Patient Reported Pain Treatment Effectiveness Composite Measure of the Structured Assessment of the Patient Experience of Care Survey which received a score of “5” (or the highest possible score).,Denominator: The total number of responses to Patient Reported Pain Treatment Effectiveness Composite Measure of the Structured Assessment of the Patient Experience of Care Survey.,"Excluding responses of not applicable from the denominator. 

 Excluding patients who opt-out of the survey. ",None,None,1,N/A,Patient Reported Outcome,High Priority,Patient Reported Outcome,N,Y,N,N,Y,Yes,SAPE QCDR
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,BIVARUS31,Patient Reported Communication and Care Coordination,"This measure is a patient reported outcome measure. 

 This measure is derived from responses on 1 item (scored with a text-anchored 5-point Likert scale with 1 representing the lowest value and 5 representing the highest value). Subjects (patients) receive individual items for their response. These items are not identified to patients as a component of a QCDR outcome measure. 

 Note: Limiting the composite measure score to the highest response category provides an opportunity for differentiation among providers in a meaningful way and provides an opportunity for performance improvement at a provider level. 

 Item: 

 Bivarus 20: I Understood What the Physician Told Me ",Communication and Care Coordination,Numerator: The total number of responses to each administered item contained in the Patient Reported Communication and Care Coordination Composite Measure of the Structured Assessment of the Patient Experience of Care Survey which received a score of “5” (or the highest possible score).,Denominator: The total number of responses to each administered item contained in the Patient Reported Communication and Care Coordination Composite Measure of the Structured Assessment of the Patient Experience of Care Survey.,"Excluding responses of not applicable from the denominator. 

 Excluding patients who opt-out of the survey. ",None,None,1,Overall Score: Rate of responses with the highest score on each administered item of the Patient Reported Comprehensive Assessment of Safety Composite Measure of the Structured Assessment of the Patient Experience of Care Survey calculated using Numerator and Denominator as Defined above (weighted average method).,Patient Reported Outcome,High Priority,Patient Reported Outcome,N,Y,N,N,Y,Yes,SAPE QCDR
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,NNEPTN1,Substance Use Screening,"This measure produces two rates of substance use screening:
Rate 1: Percentage of patients age > 12 and <18 years screened for substance use using an age appropriate evidence based standardized tool within the measurement year.
Rate 2: Percentage of patients age 18 years and older screened for substance use using an evidence based standardized tool within the measurement year. 
",Community/Population Health,Patients who received the following substance use screenings at least once within the last 12 months,Age Breakouts: Total number of active patients age >12 and <18 Total number of active patients age 18 years and older ,None,"Denominator exceptions include documentation of medical reason(s) for not screening for tobacco use, unhealthy alcohol use, or nonmedical prescription drug/illicit drug use (e.g., limited life expectancy, other medical reasons). ",None,2,weighted average,Process,,,N,Y,N,N,N,No,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics
4194506,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics,NNEPTN2,Transforming Clinical Practice Initiative Common Measure Name: Substance Use Screening and Intervention Composite,"Percentage of patients aged 18 years and older who were screened at least once within the last 24 months for tobacco use, unhealthy alcohol use, nonmedical prescription drug use, and illicit drug use AND who received an intervention for all positive screening results. The following two measures are encompassed in this composite measure: NQF 2152, Preventive Care and Screening: Unhealthy Alcohol Use – Screening and Brief Counseling and NQF 0028 Preventive Care and Screening: Tobacco Use – Screening and Intervention. ",Community/Population Health,"Patients who received the following substance use screenings at least once within the last 24 months AND who received an intervention for all positive screening results: 
Tobacco use component: Patients who were screened for tobacco use at least once within the last 24 months AND who received tobacco cessation intervention if identified as a tobacco user;
Unhealthy alcohol use component: Patients who were screened for unhealthy alcohol use using a systematic screening method at least once within the last 24 months AND who received brief counseling if identified as an unhealthy alcohol user; and
Drug use component (nonmedical prescription drug use and illicit drug use): Patients who were screened for nonmedical prescription drug use and illicit drug use at least once within the last 24 months using a systematic screening method AND who received brief counseling if identified as a nonmedical prescription drug user or illicit drug user.
",All patients aged 18 years and older who were seen twice for any visits or who had at least one preventive care visit during the 12-month measurement period.,None,"Denominator exceptions include documentation of medical reason(s) for not screening for tobacco use, unhealthy alcohol use, or nonmedical prescription drug/illicit drug use (e.g., limited life expectancy, other medical reasons). ",None,1,N/A,Process,,,N,Y,N,N,N,No,Northern New England Practice Transformation Network in Collaboration with Mingle Analytics
